代號,名稱,市場,股價日期,K線,成交,漲跌價,漲跌幅,成交張數,成交額(百萬),昨收,開盤,最高,最低,振幅(%),PER,PBR,1個月走勢圖,3個月走勢圖,1年走勢圖,3年走勢圖,10年走勢圖
0050,元大台灣50,市,,,79.4,2.0,+2.58,150368,11849,77.4,77.95,79.65,77.85,2.33,,1.0008,,,,,
0052,富邦科技,市,,,47.28,1.48,+3.23,53869,2527,45.8,46.16,47.44,46.13,2.86,,1.0021,,,,,
0056,元大高股息,市,,,39.72,0.59,+1.51,89854,3558,39.13,39.27,39.76,39.23,1.35,,0.9952,,,,,
0061,元大寶滬深,市,,,23.75,0.01,+0.04,212,5.07,23.74,23.74,23.97,23.74,0.97,,0.9933,,,,,
006201,元大富櫃50,櫃,,,31.11,1.02,+3.39,238,7.28,30.09,30.1,31.11,30.1,3.36,,1.0019,,,,,
006206,元大上證50,市,,,37.81,-0.36,-0.94,73,2.79,38.17,38.16,38.29,37.81,1.26,,0.9929,,,,,
006208,富邦台50,市,,,184,4.95,+2.76,5890,1076,179.05,179.9,184.55,179.9,2.6,,0.9986,,,,,
00631L,元大台灣50正2,市,,,514.3,27.6,+5.67,4468,2270,486.7,494.95,517,494.95,4.53,,1.0012,,,,,
00634R,富邦上証反1,市,,,3.28,0.02,+0.61,153,0.5,3.26,3.26,3.29,3.26,0.92,,0.9939,,,,,
00635U,期元大S&P黃金,市,,,54.9,0.1,+0.18,9165,504,54.8,55.35,55.35,54.55,1.46,,1.0011,,,,,
00638R,元大滬深300反1,市,,,7.06,0.07,+1,209,1.47,6.99,7,7.07,7,1.0,,0.9944,,,,,
00639,富邦深100,市,,,15.56,0.1,+0.65,1139,17.7,15.46,15.46,15.63,15.46,1.1,,0.9917,,,,,
00640L,富邦日本正2,市,,,96.55,0.15,+0.16,836,80.5,96.4,96.4,96.65,95.75,0.93,,1.0012,,,,,
00641R,富邦日本反1,市,,,4.05,-0.01,-0.25,2897,11.7,4.06,4.04,4.06,4.04,0.49,,0.9926,,,,,
00643,群益深証中小,市,,,18.18,0.0,0,3133,57,18.18,18.04,18.28,18.04,1.32,,0.9951,,,,,
00647L,元大S&P500正2,市,,,115.1,0.05,+0.04,118,13.6,115.05,115,115.2,114.9,0.26,,1.0037,,,,,
00650L,復華香港正2,市,,,18.38,-0.7,-3.67,12352,230,19.08,18.99,18.99,18.34,3.41,,0.9962,,,,,
00652,富邦印度,市,,,36.42,-0.29,-0.79,493,18,36.71,36.71,36.71,36.42,0.79,,1.0017,,,,,
00653L,富邦印度正2,市,,,54.35,-0.9,-1.63,368,20.1,55.25,55.05,55.05,54.2,1.54,,1.003,,,,,
00654R,富邦印度反1,市,,,6.43,0.05,+0.78,39,0.25,6.38,6.4,6.43,6.38,0.78,,0.9954,,,,,
00656R,國泰中國A50反1,市,,,6.24,0.04,+0.65,86,0.53,6.2,6.2,6.26,6.2,0.97,,0.9936,,,,,
00662,富邦NASDAQ,市,,,100.35,0.1,+0.1,3713,372,100.25,100.25,100.4,99.95,0.45,,1.0062,,,,,
