代號,名稱,市場,股價日期,K線,成交,漲跌價,漲跌幅,成交張數,成交額(百萬),昨收,開盤,最高,最低,振幅(%),PER,PBR,1個月走勢圖,3個月走勢圖,1年走勢圖,3年走勢圖,10年走勢圖
0050,元大台灣50,市,,,81.15,0.05,+0.06,133517,10841,81.1,81.25,81.5,80.8,0.86,,1.0026,,,,,
0052,富邦科技,市,,,48.42,0.04,+0.08,62413,3020,48.38,48.5,48.58,48.1,0.99,,1.0058,,,,,
0056,元大高股息,市,,,40.29,0.24,+0.6,58493,2350,40.05,40.05,40.36,39.95,1.02,,0.9953,,,,,
0061,元大寶滬深,市,,,23.81,-0.06,-0.25,271,6.45,23.87,23.82,23.95,23.74,0.88,,0.9937,,,,,
006201,元大富櫃50,櫃,,,31.43,0.23,+0.74,173,5.43,31.2,31.2,31.65,31.05,1.92,,0.9978,,,,,
006206,元大上證50,市,,,37.66,-0.32,-0.84,81,3.07,37.98,37.99,38.1,37.51,1.55,,0.9937,,,,,
006208,富邦台50,市,,,188,0.25,+0.13,4278,804,187.75,187.8,188.95,187.05,1.01,,1.0002,,,,,
00631L,元大台灣50正2,市,,,537.85,3.95,+0.74,4571,2449,533.9,534.95,541.5,529,2.34,,1.0026,,,,,
00634R,富邦上証反1,市,,,3.29,0.03,+0.92,106,0.35,3.26,3.26,3.3,3.26,1.23,,0.997,,,,,
00635U,期元大S&P黃金,市,,,55,0.05,+0.09,5947,326,54.95,55,55,54.75,0.45,,1.0038,,,,,
00638R,元大滬深300反1,市,,,7.1,0.13,+1.87,134,0.95,6.97,7.03,7.1,7.03,1.0,,0.9986,,,,,
00639,富邦深100,市,,,15.7,0.02,+0.13,948,14.9,15.68,15.67,15.73,15.61,0.77,,0.9943,,,,,
00640L,富邦日本正2,市,,,99.45,0.95,+0.96,651,65,98.5,99.75,100.3,99.35,0.96,,0.9975,,,,,
00641R,富邦日本反1,市,,,4,-0.02,-0.5,1219,4.86,4.02,4,4,3.98,0.5,,1,,,,,
00643,群益深証中小,市,,,18.47,0.15,+0.82,3470,64,18.32,18.38,18.5,18.28,1.2,,0.9941,,,,,
00647L,元大S&P500正2,市,,,117.05,1.2,+1.04,60,6.98,115.85,117.15,117.2,116.9,0.26,,0.9978,,,,,
00650L,復華香港正2,市,,,18.38,-0.32,-1.71,5123,95.5,18.7,18.82,19.08,18.37,3.8,,1.0155,,,,,
00652,富邦印度,市,,,36.31,-0.13,-0.36,406,14.7,36.44,36.44,36.44,36.24,0.55,,1.0019,,,,,
00653L,富邦印度正2,市,,,54.4,-0.5,-0.91,158,8.61,54.9,54.85,54.85,54.3,1.0,,1.0035,,,,,
00654R,富邦印度反1,市,,,6.39,0.02,+0.31,27,0.17,6.37,6.38,6.39,6.38,0.16,,0.9938,,,,,
00656R,國泰中國A50反1,市,,,6.27,0.08,+1.29,374,2.34,6.19,6.19,6.27,6.19,1.29,,0.9952,,,,,
00662,富邦NASDAQ,市,,,101.35,0.75,+0.75,3843,390,100.6,101.5,101.65,101.2,0.45,,0.9982,,,,,
00665L,富邦恒生國企正2,市,,,10.48,-0.39,-3.59,43001,456,10.87,10.9,10.96,10.47,4.51,,1.0244,,,,,
00666R,富邦恒生國企反1,市,,,8.85,0.17,+1.96,147,1.3,8.68,8.74,8.85,8.74,1.27,,0.9812,,,,,
00668,國泰美國道瓊,市,,,56.25,0.1,+0.18,53,2.97,56.15,56.25,56.3,56.2,0.18,,0.9977,,,,,
00670L,富邦NASDAQ正2,市,,,157.75,3.05,+1.97,1178,186,154.7,157.65,158,157.45,0.36,,0.9966,,,,,
00673R,期元大S&P原油反1,市,,,24.46,0.14,+0.58,3728,91.2,24.32,24.43,24.54,24.42,0.49,,0.998,,,,,
00674R,期元大S&P黃金反1,市,,,4.78,0.01,+0.21,2148,10.3,4.77,4.77,4.79,4.77,0.42,,0.9979,,,,,
00675L,富邦臺灣加權正2,市,,,212.8,1.65,+0.78,1902,403,211.15,211.3,214.25,209.5,2.25,,1.0006,,,,,
00676R,富邦臺灣加權反1,市,,,7.37,-0.02,-0.27,3646,26.9,7.39,7.41,7.43,7.35,1.08,,1,,,,,
00681R,元大美債20反1,市,,,20.25,-0.02,-0.1,136,2.76,20.27,20.27,20.27,20.2,0.35,,0.9989,,,,,
00684R,期元大美元指反1,市,,,15.59,0.02,+0.13,29,0.45,15.57,15.6,15.64,15.59,0.32,,0.9943,,,,,
00687B,國泰20年美債,櫃,,,28.93,-0.02,-0.07,25385,735,28.95,28.95,28.96,28.9,0.21,,1.0006,,,,,
00689R,國泰20年美債反1,市,,,21,-0.06,-0.28,52,1.09,21.06,20.99,21,20.99,0.05,,0.9954,,,,,
00690,兆豐藍籌30,市,,,55.05,0.25,+0.46,768,42.2,55.85,55.35,55.35,54.5,1.55,,1.004,,,,,
00692,富邦公司治理,市,,,71.15,0.2,+0.28,2326,166,70.95,70.95,71.55,70.8,1.06,,0.9968,,,,,
00693U,期街口S&P黃豆,市,,,21.94,0.08,+0.37,1406,30.8,21.86,21.86,21.94,21.86,0.37,,0.9995,,,,,
00694B,富邦美債1-3,櫃,,,41.4,-0.1,-0.24,405,16.8,41.5,41.5,41.5,41.39,0.27,,1.0001,,,,,
00695B,富邦美債7-10,櫃,,,35.7,-0.09,-0.25,334,11.9,35.79,35.79,35.79,35.7,0.25,,0.9999,,,,,
00696B,富邦美債20年,櫃,,,30,-0.02,-0.07,3909,117,30.02,30.02,30.05,29.98,0.23,,1.0012,,,,,
