代號,名稱,市場,股價日期,K線,成交,漲跌價,漲跌幅,成交張數,成交額(百萬),昨收,開盤,最高,最低,振幅(%),PER,PBR,1個月走勢圖,3個月走勢圖,1年走勢圖,3年走勢圖,10年走勢圖
0050,元大台灣50,市,,,78.2,3.0,+3.99,151799,11785,75.2,76.3,78.5,76.1,3.19,,1.0003,,,,,
0052,富邦科技,市,,,46.46,1.9,+4.26,51607,2379,44.56,45.22,46.66,45.22,3.23,,0.9979,,,,,
0061,元大寶滬深,市,,,23.89,0.29,+1.23,299,7.14,23.6,23.69,24.01,23.69,1.36,,0.9905,,,,,
006203,元大MSCI台灣,市,,,141.4,6.35,+4.7,8,1.11,135.05,139.5,142.15,139.5,1.96,,0.999,,,,,
006207,復華滬深,市,,,32,0.24,+0.76,385,12.3,31.76,31.85,32.11,31.85,0.82,,0.9886,,,,,
00633L,富邦上証正2,市,,,47.09,1.02,+2.21,3400,159,46.07,46.2,47.45,46.12,2.89,,0.9983,,,,,
00634R,富邦上証反1,市,,,3.26,-0.03,-0.91,246,0.8,3.29,3.29,3.29,3.25,1.22,,0.9939,,,,,
00637L,元大滬深300正2,市,,,19.4,0.41,+2.16,27397,529,18.99,18.96,19.56,18.96,3.16,,1.001,,,,,
00638R,元大滬深300反1,市,,,7.03,-0.09,-1.26,381,2.68,7.12,7.13,7.13,7.02,1.54,,0.9943,,,,,
00642U,期元大S&P石油,市,,,22.2,-1.15,-4.93,56315,1254,23.35,22.14,22.67,22.01,2.83,,0.9677,,,,,
00645,富邦日本,市,,,52,0.9,+1.76,878,45.7,51.1,52.05,52.3,51.9,0.78,,1.0064,,,,,
00646,元大S&P500,市,,,67.95,0.15,+0.22,2261,154,67.8,67.95,68.05,67.85,0.29,,1.0055,,,,,
00648R,元大S&P500反1,市,,,4.4,-0.03,-0.68,731,3.22,4.43,4.41,4.41,4.39,0.45,,0.9932,,,,,
00651R,復華香港反1,市,,,5.25,-0.05,-0.94,572,3,5.3,5.24,5.27,5.23,0.75,,0.9924,,,,,
00652,富邦印度,市,,,34.55,-0.09,-0.26,646,22.4,34.64,34.64,34.74,34.5,0.69,,0.996,,,,,
00662,富邦NASDAQ,市,,,101.95,0.35,+0.34,2091,213,101.6,102,102.15,101.85,0.3,,1.0019,,,,,
00663L,國泰臺灣加權正2,市,,,63.4,4.65,+7.91,16728,1046,58.75,60.8,63.85,60.7,5.36,,1.0185,,,,,
00664R,國泰臺灣加權反1,市,,,2.25,-0.09,-3.85,41015,93.1,2.34,2.3,2.31,2.24,2.99,,0.9912,,,,,
00665L,富邦恒生國企正2,市,,,9.96,0.03,+0.3,20453,206,9.93,10.04,10.16,9.96,2.01,,0.998,,,,,
00669R,國泰美國道瓊反1,市,,,5.76,-0.04,-0.69,1964,11.3,5.8,5.77,5.77,5.74,0.52,,0.9914,,,,,
00670L,富邦NASDAQ正2,市,,,154.8,1.9,+1.24,1294,200,152.9,154.35,155.35,154.25,0.72,,1.0016,,,,,
00675L,富邦臺灣加權正2,市,,,192.95,14.5,+8.13,5011,952,178.45,185,194.05,184.2,5.52,,1.0038,,,,,
00676R,富邦臺灣加權反1,市,,,7.64,-0.33,-4.14,14017,108,7.97,7.83,7.83,7.62,2.63,,0.9974,,,,,
00679B,元大美債20年,櫃,,,27.58,-0.27,-0.97,39333,1086,27.85,27.66,27.66,27.57,0.32,,1.0005,,,,,
00681R,元大美債20反1,市,,,20.58,0.21,+1.03,18,0.38,20.37,20.56,20.58,20.53,0.25,,0.9968,,,,,
00683L,期元大美元指正2,市,,,21,-0.1,-0.47,189,3.98,21.1,21.03,21.05,21,0.24,,0.9924,,,,,
00684R,期元大美元指反1,市,,,15.43,0.03,+0.19,1,0.02,15.4,15.43,15.43,15.43,0.0,,0.9968,,,,,
00686R,群益臺灣加權反1,市,,,1.37,-0.07,-4.86,12184,16.9,1.44,1.41,1.41,1.37,2.78,,1,,,,,
00687B,國泰20年美債,櫃,,,28.98,-0.29,-0.99,47552,1379,29.27,29.02,29.05,28.95,0.34,,1.0021,,,,,
00689R,國泰20年美債反1,市,,,21.43,0.17,+0.8,204,4.37,21.26,21.44,21.44,21.42,0.09,,0.9937,,,,,
00690,兆豐藍籌30,市,,,52.95,2.2,+4.33,431,22.6,50.75,51.8,53.25,51.75,2.96,,0.9962,,,,,
00693U,期街口S&P黃豆,市,,,22.73,0.3,+1.34,1248,28.3,22.43,22.67,22.8,22.65,0.67,,0.9961,,,,,
00694B,富邦美債1-3,櫃,,,42,-0.11,-0.26,536,22.5,42.11,42.02,42.03,41.98,0.12,,0.9985,,,,,
00695B,富邦美債7-10,櫃,,,36.04,-0.15,-0.41,271,9.76,36.19,36.08,36.1,35.99,0.3,,0.9992,,,,,
00697B,元大美債7-10,櫃,,,36.64,-0.09,-0.25,708,26,36.73,36.99,36.99,36.56,1.17,,1.0004,,,,,
00712,復華富時不動產,市,,,9.19,0.07,+0.77,20740,190,9.12,9.15,9.19,9.13,0.66,,1.0088,,,,,
00714,群益道瓊美國地產,市,,,21.15,0.04,+0.19,178,3.77,21.11,21.16,21.19,21.14,0.24,,0.9972,,,,,
00719B,元大美債1-3,櫃,,,31.27,-0.06,-0.19,3128,97.9,31.33,31.33,31.35,31.24,0.35,,0.998,,,,,
00720B,元大投資級公司債,櫃,,,33.58,-0.35,-1.03,11539,388,33.93,33.7,33.7,33.58,0.35,,0.9963,,,,,
00725B,國泰投資級公司債,櫃,,,35.68,-0.31,-0.86,8807,314,35.99,35.8,35.8,35.67,0.36,,1.0003,,,,,
00730,富邦臺灣優質高息,市,,,22.99,0.39,+1.73,281,6.43,22.6,22.71,23,22.71,1.28,,0.9948,,,,,
00733,富邦臺灣中小,市,,,55.65,2.9,+5.5,2042,113,52.75,53.95,56,53.95,3.89,,0.9955,,,,,
00735,國泰臺韓科技,市,,,69.25,2.85,+4.29,3430,236,66.4,67.9,69.5,67.9,2.41,,1.0095,,,,,
00736,國泰新興市場,市,,,28.97,0.45,+1.58,180,5.22,28.52,28.74,28.99,28.74,0.88,,0.9955,,,,,
00741B,富邦全球非投等債,櫃,,,37.72,-0.01,-0.03,108,4.06,37.73,37.55,37.72,37.55,0.45,,0.9961,,,,,
00753L,中信中國50正2,市,,,11.19,0.03,+0.27,15353,174,11.16,11.43,11.45,11.17,2.51,,1,,,,,
00756B,群益投等新興公債,櫃,,,31.92,0.0,0,135,4.32,31.92,31.92,31.98,31.92,0.19,,0.9983,,,,,
00757,統一FANG+,市,,,112.75,0.5,+0.45,1471,166,112.25,112.6,112.9,112.6,0.27,,1.0005,,,,,
00762,元大全球AI,市,,,83.4,0.65,+0.79,287,23.9,82.75,83,83.6,83,0.73,,1.0022,,,,,
00763U,期街口道瓊銅,市,,,32.17,0.05,+0.16,1070,34.5,32.12,32.28,32.28,32.17,0.34,,1.01,,,,,
00770,國泰北美科技,市,,,52.35,0.35,+0.67,407,21.3,52,52.1,52.55,52.1,0.87,,1.0036,,,,,
00782B,國泰A級公用債,櫃,,,31.24,-0.19,-0.6,145,4.53,31.43,31.25,31.25,31.22,0.1,,1.0024,,,,,
00788B,元大10年IG電能債,櫃,,,30.54,-0.18,-0.59,7,0.22,30.72,30.55,30.55,30.5,0.16,,0.9963,,,,,
00791B,復華信用債1-5,櫃,,,57.3,-0.2,-0.35,100,5.73,57.5,57.3,57.3,57.3,0.0,,1.0003,,,,,
00856B,永豐1-3年美公債,櫃,,,38.04,-0.14,-0.37,19,0.72,38.18,38.06,38.06,38.04,0.05,,0.9937,,,,,
00857B,永豐20年美公債,櫃,,,24.12,-0.23,-0.94,1247,30.1,24.35,24.19,24.19,24.1,0.37,,0.9988,,,,,
