代號,名稱,市場,股價日期,K線,成交,漲跌價,漲跌幅,成交張數,成交額(百萬),昨收,開盤,最高,最低,振幅(%),PER,PBR,1個月走勢圖,3個月走勢圖,1年走勢圖,3年走勢圖,10年走勢圖
0050,元大台灣50,市,,,72.9,-0.05,-0.07,59734,4346,72.95,72.4,73.15,72.3,1.17,,1.0007,,,,,
0052,富邦科技,市,,,43.43,0.06,+0.14,22981,996,43.37,43.07,43.61,43.03,1.34,,1.0012,,,,,
0053,元大電子,市,,,161.4,0.35,+0.22,18,2.97,161.05,160.8,161.95,160.8,0.71,,1.0006,,,,,
0061,元大寶滬深,市,,,23.38,0.17,+0.73,421,9.83,23.21,23.01,23.46,23.01,1.94,,0.984,,,,,
006206,元大上證50,市,,,37.84,0.52,+1.39,103,3.9,37.32,37.97,37.97,37.45,1.39,,0.9875,,,,,
00631L,元大台灣50正2,市,,,449.05,4.7,+1.06,2622,1168,444.35,438.4,449.85,438.15,2.63,,1.0011,,,,,
00632R,元大台灣50反1,市,,,14.73,-0.07,-0.47,43904,649,14.8,14.9,14.9,14.71,1.28,,1.0007,,,,,
00633L,富邦上証正2,市,,,47.09,0.92,+1.99,2640,124,46.17,46.55,47.21,46.55,1.43,,0.9821,,,,,
00634R,富邦上証反1,市,,,3.29,-0.03,-0.9,196,0.65,3.32,3.33,3.33,3.28,1.51,,1.0061,,,,,
00635U,期元大S&P黃金,市,,,54.05,2.65,+5.16,17329,930,51.4,53.15,54.1,53.15,1.85,,1.0009,,,,,
00636,國泰中國A50,市,,,26.58,0.19,+0.72,1998,53,26.39,26.41,26.62,26.41,0.8,,0.9888,,,,,
00637L,元大滬深300正2,市,,,19.35,0.35,+1.84,26652,514,19,19.05,19.41,19.05,1.89,,0.9807,,,,,
00641R,富邦日本反1,市,,,4.26,-0.02,-0.47,1497,6.4,4.28,4.31,4.31,4.26,1.17,,1,,,,,
00648R,元大S&P500反1,市,,,4.33,0.04,+0.93,536,2.32,4.29,4.32,4.33,4.32,0.23,,1,,,,,
00653L,富邦印度正2,市,,,56.3,-0.05,-0.09,532,29.9,56.35,56.25,56.45,55.9,0.98,,0.9979,,,,,
00656R,國泰中國A50反1,市,,,6.25,-0.06,-0.95,39,0.25,6.31,6.27,6.27,6.25,0.32,,1.0081,,,,,
00664R,國泰臺灣加權反1,市,,,2.38,-0.01,-0.42,20229,48.3,2.39,2.41,2.41,2.37,1.67,,1.0042,,,,,
00665L,富邦恒生國企正2,市,,,10.94,-0.03,-0.27,22951,250,10.97,10.85,11.01,10.76,2.28,,1.0027,,,,,
00670L,富邦NASDAQ正2,市,,,160.25,-6.75,-4.04,2429,389,167,159.75,160.7,159.7,0.6,,1.0024,,,,,
00673R,期元大S&P原油反1,市,,,25.37,-0.76,-2.91,15358,389,26.13,25.43,25.45,25.24,0.8,,0.991,,,,,
00675L,富邦臺灣加權正2,市,,,178.25,1.9,+1.08,2131,377,176.35,174.1,178.5,173.85,2.64,,1.0015,,,,,
00685L,群益臺灣加權正2,市,,,159.85,1.75,+1.11,789,125,158.1,156.5,160.2,156.2,2.53,,1.0002,,,,,
00686R,群益臺灣加權反1,市,,,1.46,0.0,0,4280,6.24,1.46,1.47,1.47,1.45,1.37,,1.0069,,,,,
00697B,元大美債7-10,櫃,,,35.99,-0.01,-0.03,422,15.2,36,36.03,36.07,35.96,0.31,,1.0003,,,,,
00700,富邦恒生國企,市,,,18.39,-0.05,-0.27,538,9.91,18.44,18.35,18.48,18.3,0.98,,0.993,,,,,
00703,台新MSCI中國,市,,,21.74,-0.09,-0.41,48,1.04,21.83,21.79,21.79,21.6,0.87,,0.9941,,,,,
00706L,期元大S&P日圓正2,市,,,20.42,-0.24,-1.16,2176,44.5,20.66,20.52,20.52,20.4,0.58,,1.0005,,,,,
00707R,期元大S&P日圓反1,市,,,31.25,0.24,+0.77,3,0.09,31.01,31.21,31.25,31.15,0.32,,0.9924,,,,,
00708L,期元大S&P黃金正2,市,,,118.95,10.4,+9.58,22109,2601,108.55,115.9,119.1,115.55,3.27,,1.0008,,,,,
00712,復華富時不動產,市,,,9.38,0.05,+0.54,17455,164,9.33,9.37,9.4,9.37,0.32,,1,,,,,
00714,群益道瓊美國地產,市,,,20.14,-0.1,-0.49,45,0.9,20.24,20.15,20.15,20.14,0.05,,0.998,,,,,
00724B,群益投資級金融債,櫃,,,34.38,0.0,0,3518,121,34.38,34.34,34.4,34.34,0.17,,0.9991,,,,,
00731,復華富時高息低波,市,,,71.75,0.6,+0.84,696,49.8,71.15,71.1,71.85,71.1,1.05,,0.9971,,,,,
00740B,富邦全球投等債,櫃,,,39.34,0.01,+0.03,2094,82.4,39.33,39.34,39.35,39.33,0.05,,1.0005,,,,,
00752,中信中國50,市,,,26.2,-0.12,-0.46,1908,49.9,26.32,26.29,26.33,25.98,1.33,,1.0023,,,,,
00755B,群益投資級公用債,櫃,,,33.38,-0.01,-0.03,176,5.87,33.39,33.39,33.39,33.36,0.09,,0.9983,,,,,
00756B,群益投等新興公債,櫃,,,31.99,0.0,0,197,6.31,31.99,32.01,32.02,31.96,0.19,,0.9997,,,,,
00757,統一FANG+,市,,,112.85,-2.6,-2.25,1955,221,115.45,112.6,113,112.55,0.39,,1.0036,,,,,
00762,元大全球AI,市,,,84.3,-1.95,-2.26,346,29.1,86.25,84,84.3,84,0.35,,0.9976,,,,,
00764B,群益25年美債,櫃,,,28.2,0.05,+0.18,3979,112,28.15,28.16,28.22,28.16,0.21,,0.9998,,,,,
00780B,國泰A級金融債,櫃,,,38.07,-0.01,-0.03,100,3.81,38.08,38.07,38.07,38.07,0.0,,1.0011,,,,,
00783,富邦中証500,市,,,28.15,0.05,+0.18,287,8.14,28.1,28.4,28.52,28.15,1.32,,0.9819,,,,,
00793B,群益AAA-A醫療債,櫃,,,31.29,0.01,+0.03,100,3.13,31.28,31.28,31.29,31.28,0.03,,0.9991,,,,,
00830,國泰費城半導體,市,,,56,-1.5,-2.61,17719,991,57.5,55.6,56.05,55.55,0.87,,1.0034,,,,,
00850,元大臺灣ESG永續,市,,,61.2,0.25,+0.41,885,54,60.95,60.85,61.25,60.6,1.07,,0.9966,,,,,
00857B,永豐20年美公債,櫃,,,23.49,0.05,+0.21,1147,26.9,23.44,23.48,23.51,23.47,0.17,,1.0009,,,,,
00861,元大全球未來通訊,市,,,62.25,-0.4,-0.64,87,5.38,62.65,62.25,62.3,61.95,0.56,,0.9984,,,,,
00865B,國泰US短期公債,市,,,47.53,0.01,+0.02,1074,51,47.52,47.52,47.56,47.49,0.15,,1.0014,,,,,
