代號,名稱,市場,股價日期,K線,成交,漲跌價,漲跌幅,成交張數,成交額(百萬),昨收,開盤,最高,最低,振幅(%),PER,PBR,1個月走勢圖,3個月走勢圖,1年走勢圖,3年走勢圖,10年走勢圖
0050,元大台灣50,市,,,75.6,-0.35,-0.46,105392,7994,75.95,76.3,76.7,75.45,1.65,,1.0025,,,,,
0052,富邦科技,市,,,45.17,-0.13,-0.29,40639,1838,45.3,45.5,45.72,44.96,1.68,,1.0056,,,,,
0056,元大高股息,市,,,38.81,0.31,+0.81,37639,1459,38.5,38.65,38.91,38.58,0.86,,0.9992,,,,,
006203,元大MSCI台灣,市,,,137.35,-0.75,-0.54,11,1.53,138.1,138.35,138.35,136.65,1.23,,1.0028,,,,,
006207,復華滬深,市,,,32.03,-0.15,-0.47,540,17.2,32.18,31.93,32.03,31.7,1.03,,0.991,,,,,
00631L,元大台灣50正2,市,,,463.6,-1.05,-0.23,6154,2874,464.65,474.9,475.9,459.15,3.6,,1.0013,,,,,
00633L,富邦上証正2,市,,,47.42,0.18,+0.38,2712,127,47.24,47.1,47.47,46.33,2.41,,0.996,,,,,
00635U,期元大S&P黃金,市,,,53,-1.15,-2.12,17013,901,54.15,53.4,53.4,52.75,1.2,,1.0025,,,,,
00639,富邦深100,市,,,15.98,0.0,0,975,15.5,15.98,15.93,16,15.76,1.5,,0.9895,,,,,
00640L,富邦日本正2,市,,,84.65,-1.15,-1.34,289,24.6,85.8,85.95,86,84.3,1.98,,0.9898,,,,,
00641R,富邦日本反1,市,,,4.31,0.05,+1.17,1144,4.9,4.26,4.28,4.31,4.25,1.41,,1.0047,,,,,
00642U,期元大S&P石油,市,,,26.57,1.07,+4.2,43387,1143,25.5,25.95,26.62,25.95,2.63,,0.9966,,,,,
00643,群益深証中小,市,,,18.61,-0.07,-0.37,3750,69.2,18.68,18.5,18.61,18.34,1.45,,0.9979,,,,,
00645,富邦日本,市,,,50.25,-0.3,-0.59,395,19.9,50.55,50.55,50.55,50.05,0.99,,0.9958,,,,,
00650L,復華香港正2,市,,,17.68,0.33,+1.9,4225,73.5,17.35,17.34,17.7,17.05,3.75,,1.004,,,,,
00653L,富邦印度正2,市,,,44.41,-1.33,-2.91,577,26,45.74,45.38,45.49,44.37,2.45,,0.9786,,,,,
00654R,富邦印度反1,市,,,7.16,0.12,+1.7,168,1.19,7.04,7.07,7.16,7.05,1.56,,1.0113,,,,,
00655L,國泰中國A50正2,市,,,32.95,0.12,+0.37,1136,37,32.83,32.68,33,32.15,2.59,,0.9988,,,,,
00663L,國泰臺灣加權正2,市,,,60.6,-0.15,-0.25,10641,649,60.75,62,62.1,59.95,3.54,,1.0003,,,,,
00664R,國泰臺灣加權反1,市,,,2.3,0.0,0,20998,48.3,2.3,2.29,2.32,2.27,2.17,,1,,,,,
00665L,富邦恒生國企正2,市,,,10.21,0.21,+2.1,22038,222,10,10.01,10.24,9.84,4.0,,0.9971,,,,,
00669R,國泰美國道瓊反1,市,,,5.93,0.04,+0.68,1333,7.88,5.89,5.92,5.93,5.9,0.51,,0.9983,,,,,
00671R,富邦NASDAQ反1,市,,,2.95,0.0,0,4849,14.3,2.95,2.96,2.96,2.95,0.34,,1,,,,,
00674R,期元大S&P黃金反1,市,,,4.97,0.09,+1.84,1515,7.54,4.88,4.96,5,4.96,0.82,,0.994,,,,,
00675L,富邦臺灣加權正2,市,,,184,-0.65,-0.35,2922,541,184.65,188.3,188.6,182.1,3.52,,1.0009,,,,,
00681R,元大美債20反1,市,,,20.94,0.02,+0.1,10,0.21,20.92,20.95,20.95,20.94,0.05,,0.9974,,,,,
00683L,期元大美元指正2,市,,,21.81,0.36,+1.68,1216,26.4,21.45,21.64,21.81,21.6,0.98,,1.0028,,,,,
00684R,期元大美元指反1,市,,,15.17,-0.1,-0.65,4,0.06,15.27,15.21,15.21,15.17,0.26,,0.9928,,,,,
00685L,群益臺灣加權正2,市,,,165.6,-0.5,-0.3,1023,171,166.1,169.55,169.65,163.7,3.58,,1.0014,,,,,
00686R,群益臺灣加權反1,市,,,1.4,0.0,0,11298,15.8,1.4,1.4,1.41,1.38,2.14,,1,,,,,
00687B,國泰20年美債,櫃,,,28.78,0.1,+0.35,23598,679,28.68,28.76,28.83,28.72,0.38,,1.004,,,,,
00689R,國泰20年美債反1,市,,,21.89,0.04,+0.18,51,1.12,21.85,21.87,21.89,21.87,0.09,,0.9977,,,,,
00697B,元大美債7-10,櫃,,,36.73,0.16,+0.44,822,30.1,36.57,36.61,36.74,36.61,0.36,,1.0028,,,,,
00701,國泰股利精選30,市,,,28.88,0.15,+0.52,1293,37.3,28.73,28.85,28.99,28.75,0.84,,0.9969,,,,,
00712,復華富時不動產,市,,,9,-0.1,-1.1,83892,755,9.1,9.01,9.01,8.97,0.44,,1.0124,,,,,
00714,群益道瓊美國地產,市,,,21.17,0.17,+0.81,150,3.18,21,21.01,21.17,21.01,0.76,,1.0076,,,,,
00715L,期街口布蘭特正2,市,,,55,4.2,+8.27,35336,1908,50.8,52.5,55.1,52.5,5.12,,0.9982,,,,,
00731,復華富時高息低波,市,,,71.45,0.4,+0.56,580,41.4,71.05,71.1,71.6,71.1,0.7,,0.9961,,,,,
00735,國泰臺韓科技,市,,,67.25,0.35,+0.52,1650,111,66.9,67.1,67.7,66.6,1.64,,0.9975,,,,,
00753L,中信中國50正2,市,,,11.35,0.18,+1.61,17186,193,11.17,11.2,11.39,10.93,4.12,,1.008,,,,,
00761B,國泰A級公司債,櫃,,,34.67,0.12,+0.35,198,6.87,34.55,34.56,34.71,34.56,0.43,,1.0048,,,,,
00762,元大全球AI,市,,,83.1,0.55,+0.67,268,22.2,82.55,82.6,83.2,82.6,0.73,,1.0053,,,,,
