代號,名稱,市場,股價日期,K線,成交,漲跌價,漲跌幅,成交張數,成交額(百萬),昨收,開盤,最高,最低,振幅(%),PER,PBR,1個月走勢圖,3個月走勢圖,1年走勢圖,3年走勢圖,10年走勢圖
00632R,元大台灣50反1,市,,,14.62,0.1,+0.69,60569,884,14.52,14.48,14.66,14.47,1.31,,1.0021,,,,,
00634R,富邦上証反1,市,,,3.26,-0.01,-0.31,24,0.08,3.27,3.26,3.27,3.26,0.31,,1.0093,,,,,
00635U,期元大S&P黃金,市,,,60.55,4.35,+7.74,35931,2142,56.2,58.8,63,58.35,8.27,,1.0329,,,,,
00638R,元大滬深300反1,市,,,6.99,-0.03,-0.43,142,1,7.02,7.03,7.04,6.99,0.71,,1.0116,,,,,
00641R,富邦日本反1,市,,,4.4,-0.02,-0.45,1220,5.39,4.42,4.42,4.43,4.39,0.9,,0.9977,,,,,
00642U,期元大S&P石油,市,,,16.83,0.37,+2.25,10806,181,16.46,16.63,16.9,16.63,1.64,,0.9906,,,,,
00643,群益深証中小,市,,,17.92,-0.02,-0.11,3225,58,17.94,18.09,18.09,17.92,0.95,,0.9967,,,,,
00645,富邦日本,市,,,49.64,0.14,+0.28,279,13.8,49.5,49.5,49.69,49.24,0.91,,1.0014,,,,,
00648R,元大S&P500反1,市,,,4.28,0.02,+0.47,1480,6.34,4.26,4.28,4.29,4.27,0.47,,1,,,,,
00651R,復華香港反1,市,,,4.88,-0.05,-1.01,716,3.51,4.93,4.95,4.95,4.88,1.42,,0.998,,,,,
00656R,國泰中國A50反1,市,,,6.21,0.02,+0.32,30,0.18,6.19,6.22,6.22,6.21,0.16,,1.0164,,,,,
00663L,國泰臺灣加權正2,市,,,60,-0.6,-0.99,10051,603,60.6,60.65,60.85,59.3,2.56,,1.0007,,,,,
00666R,富邦恒生國企反1,市,,,8.26,-0.06,-0.72,92,0.76,8.32,8.37,8.37,8.26,1.32,,0.9916,,,,,
00669R,國泰美國道瓊反1,市,,,5.62,0.01,+0.18,1398,7.85,5.61,5.63,5.63,5.61,0.36,,1.0036,,,,,
00675L,富邦臺灣加權正2,市,,,182,-1.9,-1.03,3380,615,183.9,184.6,184.75,180.2,2.47,,0.9992,,,,,
00681R,元大美債20反1,市,,,20.86,0.09,+0.43,63,1.31,20.77,20.82,20.88,20.81,0.34,,0.9985,,,,,
00686R,群益臺灣加權反1,市,,,1.43,0.0,0,4842,6.96,1.43,1.43,1.44,1.43,0.7,,0.9931,,,,,
00690,兆豐藍籌30,市,,,51.3,-0.35,-0.68,502,25.8,51.65,51.8,51.85,51.05,1.55,,1.0041,,,,,
00693U,期街口S&P黃豆,市,,,20.59,0.07,+0.34,2308,47.5,20.52,20.78,20.78,20.51,1.32,,0.9985,,,,,
00700,富邦恒生國企,市,,,19.26,0.15,+0.78,741,14.2,19.11,19.19,19.3,19.07,1.2,,0.9902,,,,,
00706L,期元大S&P日圓正2,市,,,21.29,-0.13,-0.61,2545,54.1,21.42,21.28,21.34,21.2,0.65,,1.0019,,,,,
00712,復華富時不動產,市,,,9.68,-0.02,-0.21,16638,161,9.7,9.68,9.69,9.65,0.41,,0.9959,,,,,
00737,國泰AI機器人,市,,,36.91,-0.28,-0.75,410,15.2,37.19,37.14,37.14,36.85,0.78,,1,,,,,
00738U,期元大道瓊白銀,市,,,96.75,1.55,+1.63,38956,3775,95.2,98.45,98.45,96.3,2.26,,1.0132,,,,,
00740B,富邦全球投等債,櫃,,,38.91,-0.11,-0.28,1805,70.3,39.02,39,39,38.88,0.31,,0.9957,,,,,
00749B,凱基新興債10+,櫃,,,31.55,-0.09,-0.28,109,3.44,31.64,31.62,31.62,31.55,0.22,,0.9968,,,,,
00751B,元大AAA至A公司債,櫃,,,31.97,-0.12,-0.37,11103,355,32.09,32.07,32.07,31.95,0.37,,0.992,,,,,
00756B,群益投等新興公債,櫃,,,31.76,-0.11,-0.35,172,5.48,31.87,31.81,31.82,31.75,0.22,,0.9968,,,,,
00762,元大全球AI,市,,,88.55,1.45,+1.66,610,53.8,87.1,87.85,88.6,87.85,0.86,,1.0039,,,,,
00768B,復華20年美債,櫃,,,51.25,-0.2,-0.39,332,17,51.45,51.4,51.4,51.2,0.39,,0.9945,,,,,
00783,富邦中証500,市,,,29.25,0.18,+0.62,91,2.68,29.07,29.15,29.45,29.15,1.03,,1.0003,,,,,
00786B,元大10年IG銀行債,櫃,,,33.27,-0.15,-0.45,129,4.31,33.42,33.31,33.32,33.27,0.15,,0.9916,,,,,
00795B,中信美國公債20年,櫃,,,27.14,-0.09,-0.33,8275,225,27.23,27.2,27.24,27.13,0.4,,0.9973,,,,,
00799B,國泰A級醫療債,櫃,,,30.28,-0.12,-0.39,317,9.61,30.4,30.37,30.4,30.28,0.39,,1.002,,,,,
00830,國泰費城半導體,市,,,57.9,0.6,+1.05,17901,1032,57.3,58.05,58.1,57.35,1.31,,1.0031,,,,,
00834B,第一金金融債10+,櫃,,,34.53,-0.15,-0.43,101,3.49,34.68,34.6,34.6,34.53,0.2,,0.9961,,,,,
00836B,永豐10年A公司債,櫃,,,29.04,-0.1,-0.34,202,5.88,29.14,29.04,29.04,29.04,0.0,,0.9942,,,,,
00852L,國泰美國道瓊正2,市,,,31.28,-0.04,-0.13,57,1.79,31.32,31.17,31.28,31.15,0.42,,0.9962,,,,,
00853B,統一美債10年Aa-A,櫃,,,27.99,-0.08,-0.29,1578,44.1,28.07,28,28.01,27.96,0.18,,0.9989,,,,,
00858,永豐美國500大,櫃,,,32.81,-0.03,-0.09,1439,47.1,32.84,32.84,32.84,32.71,0.4,,0.9991,,,,,
00865B,國泰US短期公債,市,,,47.07,0.04,+0.09,1638,77.1,47.03,47.03,47.09,47,0.19,,1.0001,,,,,
00876,元大全球5G,市,,,60,-0.15,-0.25,202,12.1,60.15,59.85,60.05,59.85,0.33,,1.003,,,,,
00882,中信中國高股息,市,,,15.8,0.23,+1.48,25873,407,15.57,15.62,15.85,15.55,1.93,,0.9887,,,,,
00887,永豐中國科技50大,櫃,,,13,-0.11,-0.84,10102,132,13.11,13.16,13.17,12.97,1.53,,1.0062,,,,,
00888,永豐台灣ESG,櫃,,,22.95,-0.47,-2.01,1608,37,23.42,23.36,23.36,22.9,1.96,,0.9974,,,,,
00892,富邦台灣半導體,市,,,25.65,-0.03,-0.12,1565,40.1,25.68,25.68,25.79,25.38,1.6,,0.9981,,,,,
00893,國泰智能電動車,市,,,34.86,0.16,+0.46,1731,60.3,34.7,34.87,34.89,34.77,0.35,,0.992,,,,,
00895,富邦未來車,市,,,41.86,0.26,+0.62,884,37,41.6,41.66,41.9,41.66,0.58,,0.9988,,,,,
00901,永豐智能車供應鏈,市,,,28.82,-0.2,-0.69,1318,38,29.02,29.16,29.19,28.72,1.62,,0.9997,,,,,
00902,中信電池及儲能,市,,,14.41,-0.05,-0.35,2600,37.4,14.46,14.46,14.46,14.34,0.83,,0.9945,,,,,
00903,富邦元宇宙,市,,,17.87,0.08,+0.45,554,9.88,17.79,17.85,17.88,17.82,0.34,,1,,,,,
00904,新光臺灣半導體30,市,,,28.21,-0.23,-0.81,7685,217,28.44,28.6,28.65,28.02,2.22,,1.0032,,,,,
00905,FT臺灣Smart,市,,,19.03,-0.11,-0.57,1155,22,19.14,19.2,19.24,19,1.25,,0.9969,,,,,
00909,國泰數位支付服務,市,,,44.39,-0.1,-0.22,3452,153,44.49,44.52,44.52,44.04,1.08,,0.99,,,,,
00910,第一金太空衛星,市,,,58.95,2.15,+3.79,4787,280,56.8,58.3,58.95,58.1,1.5,,0.9984,,,,,
00913,兆豐台灣晶圓製造,市,,,30.83,-0.32,-1.03,512,15.8,31.15,31.18,31.22,30.59,2.02,,1.0033,,,,,
00919,群益台灣精選高息,市,,,23.99,-0.31,-1.28,104013,2496,24.3,24.12,24.16,23.93,0.95,,0.9958,,,,,
