代號,名稱,市場,股價日期,K線,成交,漲跌價,漲跌幅,成交張數,成交額(百萬),昨收,開盤,最高,最低,振幅(%),PER,PBR,1個月走勢圖,3個月走勢圖,1年走勢圖,3年走勢圖,10年走勢圖
0050,元大台灣50,市,,,71.5,-1.1,-1.52,234325,16688,72.6,71.55,71.75,70.9,1.17,,0.9993,,,,,
0052,富邦科技,市,,,42.52,-0.76,-1.76,79577,3376,43.28,42.7,42.73,42.21,1.2,,0.9991,,,,,
0053,元大電子,市,,,158.25,-3.3,-2.04,34,5.38,161.55,158.25,158.65,156.65,1.24,,1.0006,,,,,
0061,元大寶滬深,市,,,23.3,-0.26,-1.1,562,13.1,23.56,23.2,23.63,23.2,1.83,,0.9991,,,,,
006206,元大上證50,市,,,37.51,-0.25,-0.66,88,3.32,37.76,37.7,38.14,37.36,2.07,,1.0013,,,,,
00631L,元大台灣50正2,市,,,427.2,-17.75,-3.99,12224,5225,444.95,434,435.95,421.2,3.31,,0.9996,,,,,
00632R,元大台灣50反1,市,,,15.11,0.29,+1.96,117102,1768,14.82,15.04,15.2,14.97,1.55,,1.0013,,,,,
00633L,富邦上証正2,市,,,47.05,-1.28,-2.65,6236,298,48.33,47.71,48.69,47.05,3.39,,1.0049,,,,,
00634R,富邦上証反1,市,,,3.28,0.04,+1.23,575,1.88,3.24,3.21,3.29,3.21,2.47,,0.9909,,,,,
00635U,期元大S&P黃金,市,,,49.61,-6.19,-11.1,51628,2580,55.8,50.85,50.95,48.85,3.76,,1.0061,,,,,
00636,國泰中國A50,市,,,26.52,-0.21,-0.79,1309,35,26.73,26.62,26.94,26.52,1.57,,1.0011,,,,,
00637L,元大滬深300正2,市,,,19.37,-0.43,-2.17,50869,1003,19.8,19.61,20.02,19.37,3.28,,1.0036,,,,,
00641R,富邦日本反1,市,,,4.4,0.03,+0.69,2630,11.5,4.37,4.31,4.41,4.3,2.52,,0.9955,,,,,
00648R,元大S&P500反1,市,,,4.38,0.06,+1.39,1498,6.52,4.32,4.33,4.38,4.32,1.39,,1.0069,,,,,
00653L,富邦印度正2,市,,,52.35,-2.05,-3.77,537,28.1,54.4,53.25,53.25,52.05,2.21,,0.9922,,,,,
00656R,國泰中國A50反1,市,,,6.25,0.11,+1.79,487,3.02,6.14,6.19,6.25,6.18,1.14,,0.9984,,,,,
