代號,名稱,市場,股價日期,K線,成交,漲跌價,漲跌幅,成交張數,成交額(百萬),昨收,開盤,最高,最低,振幅(%),PER,PBR,1個月走勢圖,3個月走勢圖,1年走勢圖,3年走勢圖,10年走勢圖
0056,元大高股息,市,,,40.29,0.24,+0.6,58493,2350,40.05,40.05,40.36,39.95,1.02,,0.9953,,,,,
0061,元大寶滬深,市,,,23.81,-0.06,-0.25,271,6.45,23.87,23.82,23.95,23.74,0.88,,0.9937,,,,,
006203,元大MSCI台灣,市,,,146.3,-0.4,-0.27,22,3.24,146.7,146.7,147.35,145.55,1.23,,0.9969,,,,,
006207,復華滬深,市,,,31.87,-0.07,-0.22,168,5.36,31.94,31.94,32,31.75,0.78,,0.9922,,,,,
00632R,元大台灣50反1,市,,,13.41,-0.03,-0.22,58618,787,13.44,13.47,13.52,13.36,1.19,,1,,,,,
00634R,富邦上証反1,市,,,3.29,0.03,+0.92,106,0.35,3.26,3.26,3.3,3.26,1.23,,0.997,,,,,
00636,國泰中國A50,市,,,26.35,-0.32,-1.2,7733,204,26.67,26.67,26.75,26.3,1.69,,0.9943,,,,,
00641R,富邦日本反1,市,,,4,-0.02,-0.5,1219,4.86,4.02,4,4,3.98,0.5,,1,,,,,
00645,富邦日本,市,,,54.4,0.3,+0.55,881,48,54.1,54.25,54.6,54.2,0.74,,1.0026,,,,,
00648R,元大S&P500反1,市,,,4.32,-0.02,-0.46,325,1.4,4.34,4.31,4.32,4.3,0.46,,1.0023,,,,,
00651R,復華香港反1,市,,,5.11,0.03,+0.59,312,1.59,5.08,5.08,5.13,5.04,1.77,,0.9865,,,,,
00654R,富邦印度反1,市,,,6.39,0.02,+0.31,27,0.17,6.37,6.38,6.39,6.38,0.16,,0.9938,,,,,
00655L,國泰中國A50正2,市,,,31.6,-0.95,-2.92,3077,98,32.55,32.46,32.51,31.42,3.35,,0.9981,,,,,
00656R,國泰中國A50反1,市,,,6.27,0.08,+1.29,374,2.34,6.19,6.19,6.27,6.19,1.29,,0.9952,,,,,
00666R,富邦恒生國企反1,市,,,8.85,0.17,+1.96,147,1.3,8.68,8.74,8.85,8.74,1.27,,0.9812,,,,,
00668,國泰美國道瓊,市,,,56.25,0.1,+0.18,53,2.97,56.15,56.25,56.3,56.2,0.18,,0.9977,,,,,
00669R,國泰美國道瓊反1,市,,,5.56,-0.03,-0.54,599,3.33,5.59,5.57,5.57,5.55,0.36,,0.9982,,,,,
00671R,富邦NASDAQ反1,市,,,2.86,-0.04,-1.38,3042,8.72,2.9,2.86,2.87,2.86,0.34,,0.9965,,,,,
00673R,期元大S&P原油反1,市,,,24.46,0.14,+0.58,3728,91.2,24.32,24.43,24.54,24.42,0.49,,0.998,,,,,
00675L,富邦臺灣加權正2,市,,,212.8,1.65,+0.78,1902,403,211.15,211.3,214.25,209.5,2.25,,1.0006,,,,,
00676R,富邦臺灣加權反1,市,,,7.37,-0.02,-0.27,3646,26.9,7.39,7.41,7.43,7.35,1.08,,1,,,,,
00683L,期元大美元指正2,市,,,20.45,-0.09,-0.44,105,2.15,20.54,20.54,20.54,20.41,0.63,,0.9932,,,,,
00685L,群益臺灣加權正2,市,,,191.45,1.4,+0.74,930,177,190.05,190.25,192.8,188.45,2.29,,1.001,,,,,
00686R,群益臺灣加權反1,市,,,1.33,0.0,0,7072,9.39,1.33,1.33,1.33,1.32,0.75,,1.0076,,,,,
00693U,期街口S&P黃豆,市,,,21.94,0.08,+0.37,1406,30.8,21.86,21.86,21.94,21.86,0.37,,0.9995,,,,,
00695B,富邦美債7-10,櫃,,,35.7,-0.09,-0.25,334,11.9,35.79,35.79,35.79,35.7,0.25,,0.9999,,,,,
00713,元大台灣高息低波,市,,,54,0.15,+0.28,13520,729,53.85,53.75,54.15,53.7,0.84,,0.995,,,,,
00717,富邦美國特別股,市,,,15.14,-0.02,-0.13,132,1.99,15.16,15.19,15.19,15.12,0.46,,0.9954,,,,,
00730,富邦臺灣優質高息,市,,,23.93,0.55,+2.35,1305,31.2,23.38,23.5,24.2,23.38,3.51,,0.9934,,,,,
00731,復華富時高息低波,市,,,75.8,0.6,+0.8,895,67.8,75.2,75.2,75.95,75.2,1.0,,0.9944,,,,,
00733,富邦臺灣中小,市,,,56.75,2.2,+4.03,5430,304,54.55,54.5,56.95,54.45,4.58,,0.9979,,,,,
00735,國泰臺韓科技,市,,,74.8,1.7,+2.33,6175,461,73.1,74.9,75.25,74,1.71,,0.9977,,,,,
00738U,期元大道瓊白銀,市,,,73.1,0.05,+0.07,14860,1082,73.05,73.2,73.6,71.5,2.87,,1.0281,,,,,
00752,中信中國50,市,,,25.08,-0.49,-1.92,6169,156,25.57,25.56,25.65,25.08,2.23,,1.0146,,,,,
00778B,凱基金融債20+,櫃,,,35.32,-0.06,-0.17,112,3.96,35.52,35.27,35.32,35.27,0.14,,0.9992,,,,,
00792B,群益A級公司債,櫃,,,32.5,-0.05,-0.15,133,4.32,32.55,32.53,32.54,32.5,0.12,,0.9983,,,,,
00830,國泰費城半導體,市,,,58.5,0.35,+0.6,13694,801,58.15,58.6,58.65,58.3,0.6,,0.9966,,,,,
00852L,國泰美國道瓊正2,市,,,31.61,0.21,+0.67,300,9.49,31.4,31.63,31.67,31.58,0.29,,0.9987,,,,,
00857B,永豐20年美公債,櫃,,,24.06,-0.01,-0.04,1975,47.6,24.07,24.06,24.1,24.05,0.21,,1,,,,,
00876,元大全球5G,市,,,67.7,0.85,+1.27,459,31,66.85,66.9,67.85,66.9,1.42,,1.0018,,,,,
00877,復華中國5G,櫃,,,28.58,0.98,+3.55,4350,123,27.6,27.65,28.58,27.65,3.37,,1.0004,,,,,
00885,富邦越南,市,,,18.93,0.15,+0.8,5355,101,18.78,18.78,18.97,18.7,1.44,,0.9854,,,,,
00887,永豐中國科技50大,櫃,,,13.29,0.23,+1.76,10966,144,13.06,13.09,13.31,13.03,2.14,,0.9955,,,,,
00888,永豐台灣ESG,櫃,,,24.82,-0.03,-0.12,1748,43.5,24.85,24.85,24.94,24.67,1.09,,1.0004,,,,,
00892,富邦台灣半導體,市,,,28.71,0.75,+2.68,1365,38.9,27.96,28.07,28.77,28.07,2.5,,0.9997,,,,,
00893,國泰智能電動車,市,,,35.05,-0.12,-0.34,1448,50.9,35.17,35.21,35.25,35.05,0.57,,0.9957,,,,,
00896,中信綠能及電動車,市,,,22.68,0.15,+0.67,2693,61,22.53,22.9,22.9,22.48,1.86,,1.0009,,,,,
00897,富邦基因免疫生技,市,,,10.08,-0.11,-1.08,737,7.44,10.19,10.19,10.19,10.07,1.18,,0.9941,,,,,
00898,國泰基因免疫革命,市,,,8.25,-0.06,-0.72,546,4.52,8.31,8.28,8.28,8.25,0.36,,0.9976,,,,,
00899,FT潔淨能源,市,,,23.62,0.15,+0.64,293,6.9,23.47,23.55,23.64,23.54,0.43,,0.9975,,,,,
00900,富邦特選高股息30,市,,,15.07,0.18,+1.21,29194,438,14.89,14.88,15.1,14.87,1.54,,0.9954,,,,,
00901,永豐智能車供應鏈,市,,,31.68,0.08,+0.25,675,21.3,31.6,31.6,31.8,31.4,1.27,,0.9984,,,,,
00902,中信電池及儲能,市,,,15.17,-0.07,-0.46,5402,82.4,15.24,15.29,15.38,15.16,1.44,,0.9954,,,,,
00903,富邦元宇宙,市,,,16.11,0.04,+0.25,481,7.77,16.07,16.11,16.17,16.11,0.37,,0.989,,,,,
00905,FT臺灣Smart,市,,,20.72,0.16,+0.78,1478,30.6,20.56,20.6,20.82,20.5,1.56,,0.9986,,,,,
