代號,名稱,市場,股價日期,K線,成交,漲跌價,漲跌幅,成交張數,成交額(百萬),昨收,開盤,最高,最低,振幅(%),PER,PBR,1個月走勢圖,3個月走勢圖,1年走勢圖,3年走勢圖,10年走勢圖
00632R,元大台灣50反1,市,,,14.82,0.2,+1.37,77104,1141,14.62,14.71,14.89,14.7,1.3,,1.0007,,,,,
00634R,富邦上証反1,市,,,3.24,-0.02,-0.61,531,1.73,3.26,3.23,3.27,3.22,1.53,,0.9908,,,,,
00635U,期元大S&P黃金,市,,,55.8,-4.75,-7.84,50335,2835,60.55,58,58,54.6,5.62,,1.0248,,,,,
00638R,元大滬深300反1,市,,,6.93,-0.06,-0.86,87,0.6,6.99,6.96,7,6.92,1.14,,0.9914,,,,,
00641R,富邦日本反1,市,,,4.37,-0.03,-0.68,2591,11.4,4.4,4.38,4.41,4.36,1.14,,1.0023,,,,,
00642U,期元大S&P石油,市,,,16.89,0.06,+0.36,15881,269,16.83,17.16,17.22,16.73,2.91,,0.9947,,,,,
00643,群益深証中小,市,,,17.76,-0.16,-0.89,3994,70.6,17.92,17.91,17.91,17.43,2.68,,0.9966,,,,,
00645,富邦日本,市,,,50,0.36,+0.73,580,28.8,49.64,49.93,50,49.59,0.83,,1.0022,,,,,
00648R,元大S&P500反1,市,,,4.32,0.04,+0.93,874,3.77,4.28,4.3,4.32,4.3,0.47,,0.9977,,,,,
00651R,復華香港反1,市,,,4.97,0.09,+1.84,853,4.23,4.88,4.94,4.98,4.9,1.64,,0.996,,,,,
00656R,國泰中國A50反1,市,,,6.14,-0.07,-1.13,75,0.46,6.21,6.13,6.2,6.13,1.13,,0.9935,,,,,
00663L,國泰臺灣加權正2,市,,,58.25,-1.75,-2.92,13598,792,60,58.8,58.9,57.55,2.25,,1.0182,,,,,
00666R,富邦恒生國企反1,市,,,8.43,0.17,+2.06,130,1.1,8.26,8.32,8.45,8.32,1.57,,0.9871,,,,,
00669R,國泰美國道瓊反1,市,,,5.64,0.02,+0.36,924,5.21,5.62,5.63,5.64,5.62,0.36,,0.9982,,,,,
00675L,富邦臺灣加權正2,市,,,176.55,-5.45,-2.99,5467,967,182,179.2,179.2,174.75,2.45,,1.0012,,,,,
00681R,元大美債20反1,市,,,20.95,0.09,+0.43,115,2.41,20.86,20.86,20.95,20.86,0.43,,0.9987,,,,,
00686R,群益臺灣加權反1,市,,,1.46,0.03,+2.1,8351,12.2,1.43,1.44,1.47,1.44,2.1,,1,,,,,
00690,兆豐藍籌30,市,,,50.3,-1.0,-1.95,858,43.1,51.3,50.8,50.8,50,1.56,,1.0052,,,,,
00693U,期街口S&P黃豆,市,,,20.36,-0.23,-1.12,1675,34.2,20.59,20.58,20.58,20.34,1.17,,1.0015,,,,,
00700,富邦恒生國企,市,,,19,-0.26,-1.35,247,4.72,19.26,19.26,19.29,18.95,1.77,,0.9989,,,,,
00706L,期元大S&P日圓正2,市,,,21.07,-0.22,-1.03,4765,100,21.29,21.22,21.22,21.04,0.85,,0.9991,,,,,
00712,復華富時不動產,市,,,9.69,0.01,+0.1,18572,179,9.68,9.68,9.69,9.64,0.52,,0.9949,,,,,
00737,國泰AI機器人,市,,,36.14,-0.77,-2.09,365,13.2,36.91,36.7,36.7,35.98,1.95,,0.9931,,,,,
00738U,期元大道瓊白銀,市,,,91.5,-5.25,-5.43,59644,5513,96.75,96.15,96.2,88.6,7.86,,1.0738,,,,,
00740B,富邦全球投等債,櫃,,,39.02,0.11,+0.28,3635,142,38.91,38.81,39.02,38.81,0.54,,0.9955,,,,,
00749B,凱基新興債10+,櫃,,,31.59,0.04,+0.13,100,3.16,31.55,31.59,31.59,31.59,0.0,,0.9946,,,,,
