代號,名稱,市場,股價日期,K線,成交,漲跌價,漲跌幅,成交張數,成交額(百萬),昨收,開盤,最高,最低,振幅(%),PER,PBR,1個月走勢圖,3個月走勢圖,1年走勢圖,3年走勢圖,10年走勢圖
0050,元大台灣50,市,,,77.4,0.2,+0.26,227937,17750,77.2,78.45,78.45,77.2,1.62,,1.0048,,,,,
0052,富邦科技,市,,,45.8,-0.27,-0.59,94786,4387,46.07,46.71,46.71,45.8,1.98,,1.0033,,,,,
0056,元大高股息,市,,,39.13,0.43,+1.11,101966,4008,38.7,38.97,39.51,38.97,1.4,,0.9957,,,,,
0061,元大寶滬深,市,,,23.74,0.04,+0.17,330,7.84,23.7,23.68,23.88,23.64,1.01,,0.9883,,,,,
006201,元大富櫃50,櫃,,,30.09,0.78,+2.66,233,6.99,29.31,29.7,30.17,29.7,1.6,,1.0027,,,,,
006206,元大上證50,市,,,38.17,-0.22,-0.57,160,6.12,38.39,38.15,38.32,37.99,0.86,,1.0053,,,,,
006208,富邦台50,市,,,179.05,0.4,+0.22,9593,1727,178.65,179.75,181.6,178.8,1.57,,1.0009,,,,,
00631L,元大台灣50正2,市,,,486.7,0.6,+0.12,6476,3210,486.1,493.85,504.3,486.4,3.68,,1.0019,,,,,
00634R,富邦上証反1,市,,,3.26,0.01,+0.31,369,1.2,3.25,3.26,3.26,3.24,0.62,,0.9969,,,,,
00635U,期元大S&P黃金,市,,,54.8,1.15,+2.14,11104,608,53.65,54.5,54.95,54.5,0.84,,1.0055,,,,,
00638R,元大滬深300反1,市,,,6.99,0.01,+0.14,130,0.91,6.98,7,7.02,6.97,0.72,,0.9971,,,,,
00639,富邦深100,市,,,15.46,0.07,+0.45,811,12.6,15.39,15.4,15.56,15.38,1.17,,1.0045,,,,,
00640L,富邦日本正2,市,,,96.4,-3.6,-3.6,884,85.1,100,96.55,96.6,95.85,0.75,,1.0027,,,,,
00641R,富邦日本反1,市,,,4.06,0.05,+1.25,962,3.92,4.01,4.02,4.08,4.02,1.5,,0.9951,,,,,
00643,群益深証中小,市,,,18.18,0.23,+1.28,3576,64.8,17.95,18,18.19,18,1.06,,1.0106,,,,,
00647L,元大S&P500正2,市,,,115.05,-3.75,-3.16,348,40.3,118.8,118.8,118.8,115.05,3.16,,0.9931,,,,,
