代號,名稱,成交,漲跌 價,漲跌 幅,持股 資料 週別,更新 日期,持張 ＞600 ≦800 (萬張),＞600 ≦800 增減 (張),＞600 ≦800 增減 (%),持張 ＞800 ≦1千 (萬張),＞800 ≦1千 增減 (張),＞800 ≦1千 增減 (%),持張 ＞1千 (萬張),＞1千 增減 (張),＞1千 增減 (%)
6146,耕興,158.5,-1.5,-0.94,26W01,01/02,0.41,-694.0,-14.4,0.53,875.0,19.9,4.59,8.0,0.02
6156,松上,22.6,0.35,1.57,26W01,01/02,0.13,39.0,3.08,0.09,-22.0,-2.4,4.14,24.0,0.06
6165,浪凡,47.15,-0.1,-0.21,26W01,01/02,0.35,60.0,1.76,0.17,-11.0,-0.64,3.14,51.0,0.16
6167,久正,11.3,-0.15,-1.31,26W01,01/02,0.4,608.0,17.7,0.36,0.0,0.0,5.69,97.0,0.17
6168,宏齊,20.3,0.95,4.91,26W01,01/02,0.26,-751.0,-22.5,0.08,808.0,,9.83,39.0,0.04
6170,統振,49.55,0.05,0.1,26W01,01/02,0.06,-669.0,-50.9,0.37,-4.0,-0.11,4.7,52.0,0.11
6171,大城地產,28.9,-0.1,-0.34,26W01,01/02,0.14,15.0,1.05,0.56,10.0,0.18,7.77,75.0,0.1
6173,信昌電,70.3,2.9,4.3,26W01,01/02,0.15,842.0,120.0,0.27,-864.0,-24.6,7.75,1198.0,1.57
6177,達麗,52.6,-1.1,-2.05,26W01,01/02,1.77,34.9,0.2,0.7,1743.0,33.3,32.3,158.0,0.05
6182,合晶,31.25,0.45,1.46,26W01,01/02,0.56,-1258.0,-18.3,0.91,847.0,10.2,8.9,1726.0,1.98
6185,幃翔,15.15,-0.1,-0.66,26W01,01/02,0.71,-43.0,-0.6,0.72,-50.3,-0.69,5.84,40.0,0.07
6186,新潤,53.7,-2.4,-4.28,26W01,01/02,0.5,-79.3,-1.56,0.17,-1845.0,-52.5,9.21,1689.0,1.87
6187,萬潤,372.5,8.5,2.34,26W01,01/02,0.48,-643.0,-11.8,0.63,-10.4,-0.16,2.36,1204.0,5.38
6188,廣明,109.5,2.5,2.34,26W01,01/02,0.41,-696.0,-14.4,0.44,-165.0,-3.61,11.7,2669.0,2.34
6190,萬泰科,44.7,0.85,1.94,26W01,01/02,0.9,703.0,8.49,0.09,-1802.0,-66.6,5.19,260.0,0.5
6196,帆宣,276.0,1.0,0.36,26W01,01/02,0.4,706.0,21.4,0.38,-1710.0,-31.3,14.5,2568.0,1.8
6205,詮欣,61.0,-1.0,-1.61,26W01,01/02,0.07,-1267.0,-63.4,0.08,0.0,0.0,3.25,10.0,0.03
6208,日揚,45.1,-0.1,-0.22,26W01,01/02,0.21,0.0,0.0,0.46,0.0,0.0,5.25,23.0,0.04
6213,聯茂,116.5,3.0,2.64,26W01,01/02,0.8,1671.0,26.4,0.35,-2696.0,-43.4,17.6,1457.0,0.84
6216,居易,26.5,-0.05,-0.19,26W01,01/02,0.27,0.0,0.0,0.09,0.0,0.0,2.9,8.0,0.03
6219,富旺,20.05,-0.15,-0.74,26W01,01/02,0.07,-48.0,-6.44,0.0,0.0,,7.39,203.0,0.28
6220,岳豐,26.05,0.1,0.39,26W01,01/02,0.74,583.0,8.51,0.27,-991.0,-26.7,7.21,1306.0,1.85
6223,旺矽,2260.0,10.0,0.44,26W01,01/02,0.47,645.0,15.9,0.17,-945.0,-35.5,4.0,905.0,2.32
6231,系微,218.5,4.5,2.1,26W01,01/02,0.13,0.0,0.0,0.0,0.0,,1.14,12.4,0.11
6233,旺玖,25.3,-0.2,-0.78,26W01,01/02,0.14,649.0,85.4,0.45,-3.0,-0.07,1.34,253.0,1.93
6235,華孚,62.8,0.3,0.48,26W01,01/02,0.58,2055.0,54.7,0.0,-1841.0,-100.0,7.42,865.0,1.18
6239,力成,183.5,10.5,6.07,26W01,01/02,1.44,1942.0,15.6,1.56,-1884.0,-10.8,53.7,2411.0,0.45
6248,沛波,21.35,-0.1,-0.47,26W01,01/02,0.13,0.0,0.0,0.09,0.0,0.0,3.91,216.0,0.56
6257,矽格,117.0,0.5,0.43,26W01,01/02,1.53,-27.1,-0.18,1.07,-91.1,-0.84,23.4,130.0,0.06
6264,富裔,7.29,0.01,0.14,26W01,01/02,0.12,0.0,0.0,0.19,0.0,0.0,9.07,18.0,0.02
6265,方土昶,33.45,1.3,4.04,26W01,01/02,0.26,-931.0,-26.2,0.28,993.0,54.6,6.04,6978.0,13.1
6271,同欣電,134.0,0.5,0.37,26W01,01/02,0.63,754.0,13.7,0.35,-2794.0,-44.2,8.9,1461.0,1.67
6276,安鈦克,39.75,1.1,2.85,26W01,01/02,0.08,0.0,0.0,0.0,0.0,,1.08,37.0,0.34
6277,宏正,60.7,-0.5,-0.82,26W01,01/02,0.57,0.0,0.0,0.27,0.0,0.0,5.19,17.0,0.03
6283,淳安,25.55,0.05,0.2,26W01,01/02,0.23,69.0,3.08,0.08,-934.0,-53.0,8.34,1021.0,1.24
6290,良維,186.0,5.5,3.05,26W01,01/02,0.29,0.0,0.0,0.71,-1983.0,-21.9,6.02,2430.0,4.21
6405,悅城,28.85,1.25,4.53,26W01,01/02,0.36,44.0,1.25,0.44,100.0,2.3,2.44,45.0,0.18
6411,晶焱,77.5,1.5,1.97,26W01,01/02,0.21,-1320.0,-38.8,0.44,-919.0,-17.1,2.36,2959.0,14.4
6414,樺漢,286.0,-0.5,-0.17,26W01,01/02,0.48,-91.9,-1.87,0.29,71.3,2.53,7.42,4857.0,7.01
6415,矽力*-KY,185.5,-6.0,-3.13,26W01,01/02,1.65,728.0,4.62,1.34,-1847.0,-12.1,25.6,1282.0,0.5
6417,韋僑,105.5,-0.5,-0.47,26W01,01/02,0.08,0.0,0.0,0.18,0.0,0.0,2.23,33.0,0.15
6425,易發,82.0,-3.1,-3.64,26W01,01/02,0.14,-94.1,-6.31,0.09,0.0,0.0,2.12,206.0,0.98
6431,光麗-KY,26.9,0.0,0.0,26W01,01/02,0.15,-1461.0,-49.5,0.08,803.0,,6.33,298.0,0.47
6435,大中,113.0,5.0,4.63,26W01,01/02,0.08,0.0,0.0,0.0,0.0,,1.8,3.0,0.02
6438,迅得,141.5,4.0,2.91,26W01,01/02,0.29,6.0,0.21,0.56,-22.0,-0.39,1.77,2.0,0.01
6449,鈺邦,173.5,10.5,6.44,26W01,01/02,0.0,0.0,,0.0,0.0,,6.19,8.0,0.01
6462,神盾,119.5,-1.0,-0.83,26W01,01/02,0.27,-110.0,-3.86,0.17,20.0,1.16,2.21,152.0,0.69
6464,台數科,77.0,0.0,0.0,26W01,01/02,0.27,0.0,0.0,0.17,0.0,0.0,9.96,14.0,0.01
6472,保瑞,492.0,4.0,0.82,26W01,01/02,0.63,-71.7,-1.13,0.0,0.0,,5.77,105.0,0.18
6474,華豫寧,35.15,0.0,0.0,26W01,01/02,0.4,0.0,0.0,0.27,0.0,0.0,2.43,6.0,0.02
6488,環球晶,403.0,-3.0,-0.74,26W01,01/02,1.11,-1247.0,-10.1,0.82,207.0,2.59,32.8,2708.0,0.83
6498,久禾光,91.9,1.7,1.88,26W01,01/02,0.13,0.0,0.0,0.34,0.0,0.0,2.76,8.0,0.03
6499,益安,93.2,-1.3,-1.38,26W01,01/02,0.23,887.0,61.5,0.08,-881.0,-51.9,3.65,57.0,0.16
6504,南六,41.2,-0.25,-0.6,26W01,01/02,0.13,0.0,0.0,0.08,0.0,0.0,4.63,39.0,0.08
6506,雙邦,15.35,0.0,0.0,26W01,01/02,0.47,6.0,0.13,0.27,0.0,0.0,3.63,8.0,0.02
6509,聚和,32.35,-0.1,-0.31,26W01,01/02,0.34,-822.0,-19.4,0.89,829.0,10.2,4.5,121.0,0.27
6510,精測,2295.0,10.0,0.44,26W01,01/02,0.13,-12.0,-0.88,0.09,0.0,0.0,1.61,113.0,0.71
6515,穎崴,2895.0,55.0,1.94,26W01,01/02,0.06,-704.0,-53.1,0.25,-134.0,-5.06,1.5,1424.0,10.5
6531,愛普*,458.5,10.5,2.34,26W01,01/02,0.54,583.0,12.0,0.34,-873.0,-20.2,8.92,8575.0,10.6
6534,正瀚-創,89.6,-0.4,-0.44,26W01,01/02,0.3,0.0,0.0,0.09,0.0,0.0,7.57,9.0,0.01
6535,順藥,188.0,-6.5,-3.34,26W01,01/02,0.44,0.0,0.0,0.45,11.0,0.24,9.43,184.0,0.2
6576,逸達,80.4,-0.2,-0.25,26W01,01/02,0.34,0.0,0.0,0.44,-5.0,-0.11,8.64,383.0,0.45
6584,南俊國際,326.5,-20.5,-5.91,26W01,01/02,0.33,0.0,0.0,0.09,0.0,0.0,4.37,69.0,0.16
6598,ABC-KY,22.0,0.0,0.0,26W01,01/02,0.14,2.0,0.14,0.54,15.0,0.28,4.17,52.0,0.12
6605,帝寶,137.5,-2.0,-1.43,26W01,01/02,0.49,802.0,19.6,0.63,-1009.0,-13.8,9.57,77.4,0.08
6637,醫影,78.7,1.0,1.29,26W01,01/02,0.21,0.0,0.0,0.0,0.0,,1.44,2.0,0.01
6654,天正國際,85.0,0.0,0.0,26W01,01/02,0.06,0.0,0.0,0.0,0.0,,2.92,4000.0,15.9
6655,科定,118.5,-2.0,-1.66,26W01,01/02,0.34,0.0,0.0,0.18,0.0,0.0,6.13,17.0,0.03
6657,華安,41.05,-1.95,-4.53,26W01,01/02,0.47,4.0,0.08,0.2,0.0,0.0,1.98,286.0,1.47
6658,聯策,60.9,2.3,3.92,26W01,01/02,0.06,0.0,0.0,0.09,0.0,0.0,1.19,47.0,0.4
6661,威健生技,18.65,0.05,0.27,26W01,01/02,0.0,0.0,,0.0,0.0,,1.42,20.0,0.14
6662,樂斯科,30.9,-0.1,-0.32,26W01,01/02,0.07,0.0,0.0,0.1,2.0,0.2,0.99,1.0,0.01
6669,緯穎,4480.0,-5.0,-0.11,26W01,01/02,0.83,773.0,10.3,0.27,-1625.0,-37.3,10.0,93.4,0.09
6670,復盛應用,250.0,-5.5,-2.15,26W01,01/02,0.73,26.5,0.36,0.45,-858.0,-16.0,8.7,1045.0,1.22
6671,三能-KY,35.8,-0.1,-0.28,26W01,01/02,0.13,-3.0,-0.23,0.28,2.0,0.07,3.39,10.0,0.03
6679,鈺太,176.0,-6.0,-3.3,26W01,01/02,0.0,0.0,,0.36,22.8,0.64,2.41,57.0,0.24
6680,鑫創電子,59.0,0.0,0.0,26W01,01/02,0.07,0.0,0.0,0.08,0.0,0.0,1.54,13.0,0.08
6695,芯鼎,45.05,-0.35,-0.77,26W01,01/02,0.19,49.0,2.59,0.17,0.0,0.0,3.58,46.0,0.13
6739,竹陞科技,793.0,46.0,6.16,26W01,01/02,0.0,0.0,,0.08,0.0,0.0,1.23,23.3,0.19
6741,91APP*-KY,73.9,-0.1,-0.14,26W01,01/02,0.29,-725.0,-20.2,0.73,1059.0,17.1,6.86,398.0,0.58
6753,龍德造船,133.0,0.0,0.0,26W01,01/02,0.13,-71.0,-5.0,0.57,-995.0,-15.0,6.05,802.0,1.34
6768,志強-KY,105.5,0.0,0.0,26W01,01/02,0.33,-707.0,-17.7,0.26,-945.0,-26.9,15.8,1044.0,0.67
6788,華景電,375.0,-7.0,-1.83,26W01,01/02,0.21,-779.0,-26.6,0.25,1678.0,205.0,0.83,122.0,1.5
6789,采鈺,279.0,-6.0,-2.11,26W01,01/02,0.39,-1664.0,-29.8,0.18,936.0,106.0,22.6,1499.0,0.67
6805,富世達,1535.0,-90.0,-5.54,26W01,01/02,0.46,-164.0,-3.41,0.1,-914.0,-47.9,2.87,1303.0,4.76
6835,圓裕,38.9,0.2,0.52,26W01,01/02,0.33,0.0,0.0,0.0,0.0,,4.38,147.0,0.34
6843,進典,57.0,1.0,1.79,26W01,01/02,0.28,0.0,0.0,0.27,0.0,0.0,1.9,12.0,0.06
6859,伯特光,114.5,-0.5,-0.43,26W01,01/02,0.06,0.0,0.0,0.0,0.0,,2.45,10.8,0.04
6877,鏵友益,88.5,0.9,1.03,26W01,01/02,0.51,803.0,18.6,0.36,-931.0,-20.7,2.19,261.0,1.21
6890,來億-KY,250.5,0.0,0.0,26W01,01/02,0.13,-617.0,-31.9,0.0,0.0,,21.9,227.0,0.1
6902,GOGOLOOK,75.9,-1.1,-1.43,26W01,01/02,0.07,0.0,0.0,0.09,0.0,0.0,2.08,7.0,0.03
6925,意藍,88.8,0.5,0.57,26W01,01/02,0.0,0.0,,0.0,0.0,,0.95,8.0,0.08
6944,兆聯實業,699.0,7.0,1.01,26W01,01/02,0.69,-604.0,-8.06,0.09,0.0,0.0,2.57,57.8,0.23
6949,沛爾生醫-創,308.5,-34.0,-9.93,26W01,01/02,0.06,0.0,0.0,0.17,0.0,0.0,3.68,71.0,0.19
6962,奕力-KY,38.9,-0.2,-0.51,26W01,01/02,0.47,25.0,0.54,0.55,-955.0,-14.9,24.2,892.0,0.37
6965,中傑-KY,92.3,-0.1,-0.11,26W01,01/02,0.15,0.0,0.0,0.0,0.0,,13.9,373.0,0.27
7631,聚賢研發-創,128.0,0.0,0.0,26W01,01/02,0.28,-33.0,-1.18,0.0,0.0,,1.08,7.0,0.06
7713,威力德生醫,72.8,-0.6,-0.82,26W01,01/02,0.21,-6.0,-0.28,0.1,0.0,0.0,3.39,19.0,0.06
7722,LINEPAY,558.0,-12.0,-2.11,26W01,01/02,0.0,0.0,,0.0,0.0,,6.01,9.0,0.01
7723,築間,33.2,-0.4,-1.19,26W01,01/02,0.35,0.0,0.0,0.09,0.0,0.0,2.21,3.0,0.01
7732,金興精密,40.3,0.1,0.25,26W01,01/02,0.0,0.0,,0.0,0.0,,5.56,137.0,0.25
7740,熙特爾-創,160.5,2.5,1.58,26W01,01/02,0.07,-4.0,-0.57,0.09,0.0,0.0,3.34,98.0,0.29
7744,崴寶,320.0,22.0,7.38,26W01,01/02,0.29,-790.0,-21.3,0.37,918.0,32.8,1.86,5.0,0.03
7747,昕奇雲端,119.0,2.0,1.71,26W01,01/02,0.07,0.0,0.0,0.18,0.0,0.0,1.9,25.0,0.13
7749,意騰-KY,440.0,13.0,3.04,26W01,01/02,0.31,0.0,0.0,0.18,-1.0,-0.05,1.49,223.0,1.52
7767,仁大資訊,50.8,-0.5,-0.97,26W01,01/02,0.2,0.0,0.0,0.2,0.0,0.0,1.64,197.0,1.21
7769,鴻勁,3430.0,5.0,0.15,26W01,01/02,0.55,667.0,13.7,0.17,819.0,94.0,11.4,54.1,0.05
7770,君曜,69.6,6.3,9.95,26W01,01/02,0.08,0.0,0.0,0.09,0.0,0.0,1.87,41.2,0.22
8011,台通,22.3,0.05,0.22,26W01,01/02,0.58,59.0,1.02,0.17,0.0,0.0,4.4,116.0,0.26
8021,尖點,189.5,-0.5,-0.26,26W01,01/02,0.25,1159.0,86.0,0.45,-1843.0,-29.0,4.59,6053.0,15.2
8028,昇陽半導體,186.5,8.5,4.78,26W01,01/02,0.57,-0.73,-0.01,0.35,-109.0,-3.03,4.4,4980.0,12.8
8039,台虹,89.2,4.0,4.69,26W01,01/02,1.06,-1521.0,-12.5,0.26,-114.0,-4.19,13.5,753.0,0.56
8040,九暘,48.3,-0.5,-1.02,26W01,01/02,0.2,0.0,0.0,0.19,0.0,0.0,4.24,110.0,0.26
8044,網家,30.5,-1.4,-4.39,26W01,01/02,0.26,-958.0,-27.0,0.19,0.0,0.0,11.5,87.9,0.08
8047,星雲,50.7,0.2,0.4,26W01,01/02,0.21,25.0,1.22,0.09,-20.0,-2.09,2.86,136.0,0.48
8069,元太,201.0,3.0,1.52,26W01,01/02,3.26,-662.0,-1.99,3.54,-1217.0,-3.32,81.1,3841.0,0.48
8070,長華*,43.95,0.5,1.15,26W01,01/02,1.15,2074.0,21.9,0.56,67.4,1.23,49.8,829.0,0.17
8072,陞泰,31.0,0.75,2.48,26W01,01/02,0.0,0.0,,0.09,0.0,0.0,4.74,60.0,0.13
8080,泰霖,28.7,0.0,0.0,26W01,01/02,0.06,0.0,0.0,0.0,0.0,,5.54,4000.0,7.78
8088,品安,46.75,0.55,1.19,26W01,01/02,0.0,0.0,,0.0,-832.0,-100.0,0.83,1534.0,22.6
8096,擎亞,52.9,1.9,3.73,26W01,01/02,0.3,320.0,12.1,0.27,-1767.0,-39.8,4.1,1030.0,2.58
8097,常珵,61.1,0.3,0.49,26W01,01/02,0.21,-2036.0,-49.6,0.48,29.3,0.62,3.26,143.0,0.44
8099,大世科,72.3,0.8,1.12,26W01,01/02,0.21,4.0,0.19,0.08,0.0,0.0,7.67,117.0,0.15
8103,瀚荃,87.6,1.8,2.1,26W01,01/02,0.56,-679.0,-10.8,0.17,-110.0,-6.18,2.81,215.0,0.77
8114,振樺電,176.0,-1.0,-0.56,26W01,01/02,0.14,0.0,0.0,0.27,-2.0,-0.08,2.86,132.0,0.46
8131,福懋科,66.7,2.0,3.09,26W01,01/02,0.7,2012.0,40.6,0.53,1991.0,59.6,31.3,1369.0,0.44
8147,正淩,106.5,2.0,1.91,26W01,01/02,0.22,0.0,0.0,0.08,-971.0,-54.6,1.48,1001.0,7.25
8155,博智,168.0,0.0,0.0,26W01,01/02,0.19,-137.0,-6.59,0.18,-850.0,-31.9,2.41,99.0,0.41
8171,天宇,24.4,0.0,0.0,26W01,01/02,0.42,-7.0,-0.17,0.27,0.0,0.0,5.63,7.0,0.01
8210,勤誠,954.0,-51.0,-5.07,26W01,01/02,0.29,-1294.0,-30.9,0.18,841.0,84.1,7.68,91.9,0.12
8213,志超,32.75,0.2,0.61,26W01,01/02,0.56,-95.0,-1.68,0.28,0.0,0.0,10.6,58.0,0.05
8215,明基材,18.9,-0.05,-0.26,26W01,01/02,0.36,-1.0,-0.03,0.0,0.0,,16.0,92.8,0.06
8234,新漢,73.0,1.8,2.53,26W01,01/02,0.23,0.0,0.0,0.43,75.1,1.78,6.53,10.0,0.02
8255,朋程,117.5,-2.0,-1.67,26W01,01/02,0.08,775.0,,0.18,0.0,0.0,4.85,59.8,0.12
8277,商丞,9.36,0.18,1.96,26W01,01/02,0.07,0.0,0.0,0.0,-918.0,-100.0,1.11,1095.0,10.9
8299,群聯,1445.0,-5.0,-0.34,26W01,01/02,1.46,702.0,5.06,0.83,-43.0,-0.51,9.62,103.0,0.11
8342,益張,84.0,0.1,0.12,26W01,01/02,0.0,0.0,,0.1,0.0,0.0,2.15,12.0,0.06
8349,恒耀,44.3,0.4,0.91,26W01,01/02,0.48,-19.8,-0.41,0.16,0.0,0.0,13.4,126.0,0.09
8354,冠好,16.15,0.15,0.94,26W01,01/02,0.5,0.0,0.0,0.26,0.0,0.0,3.59,37.0,0.1
8358,金居,290.0,13.0,4.69,26W01,01/02,0.94,793.0,9.27,0.63,24.5,0.39,11.9,280.0,0.24
8367,建新國際,42.75,-0.85,-1.95,26W01,01/02,0.21,0.0,0.0,0.27,-876.0,-24.3,5.4,916.0,1.73
8409,商之器,22.45,0.7,3.22,26W01,01/02,0.07,0.0,0.0,0.08,0.0,0.0,1.21,4.0,0.03
8411,福貞-KY,12.4,-0.1,-0.8,26W01,01/02,0.14,0.0,0.0,0.27,0.0,0.0,17.2,78.0,0.05
8415,大國鋼,33.7,-0.05,-0.15,26W01,01/02,1.2,-49.0,-0.41,0.45,0.0,0.0,92.3,231.0,0.03
8443,阿瘦,11.15,0.05,0.45,26W01,01/02,0.2,0.0,0.0,0.17,-952.0,-35.6,3.95,1370.0,3.6
8489,三貝德,40.05,-0.15,-0.37,26W01,01/02,0.33,4.0,0.12,0.26,0.0,0.0,2.91,43.0,0.15
8908,欣雄,44.0,-0.3,-0.68,26W01,01/02,0.08,0.0,0.0,0.26,-57.2,-2.14,26.9,30.0,0.01
8927,北基,24.4,0.35,1.46,26W01,01/02,0.88,-8.0,-0.09,1.17,-1.0,-0.01,31.2,305.0,0.1
8928,鉅明,24.75,-0.15,-0.6,26W01,01/02,0.2,0.0,0.0,0.09,0.0,0.0,1.93,10.0,0.05
8930,青鋼,32.7,0.1,0.31,26W01,01/02,0.2,0.0,0.0,0.18,0.0,0.0,4.48,98.0,0.22
8937,合騏,154.0,2.0,1.32,26W01,01/02,0.21,-2.0,-0.1,0.16,20.0,1.23,8.56,22.6,0.03
8938,明安,70.0,0.1,0.14,26W01,01/02,0.62,-749.0,-10.7,0.95,0.0,0.0,6.62,167.0,0.25
8940,新天地,22.25,1.85,9.07,26W01,01/02,0.14,0.0,0.0,0.27,16.0,0.59,4.2,27.0,0.06
8941,關中,43.45,0.0,0.0,26W01,01/02,0.2,-795.0,-28.3,0.36,825.0,29.6,1.58,40.0,0.25
8996,高力,569.0,-11.0,-1.9,26W01,01/02,0.27,-791.0,-22.5,0.43,806.0,22.7,3.04,356.0,1.18
9802,鈺齊-KY,102.0,0.0,0.0,26W01,01/02,0.62,645.0,11.5,0.18,-829.0,-31.4,12.6,979.0,0.79
9904,寶成,30.25,0.1,0.33,26W01,01/02,3.33,-219.0,-0.65,2.68,-3801.0,-12.4,225.0,1031.0,0.05
9908,大台北,29.85,-0.15,-0.5,26W01,01/02,0.82,0.0,0.0,1.15,-999.0,-7.99,38.4,977.0,0.25
9910,豐泰,112.5,-4.0,-3.43,26W01,01/02,0.57,42.0,0.74,1.26,8.22,0.07,86.1,394.0,0.05
9912,偉聯,12.45,-0.05,-0.4,26W01,01/02,0.21,107.0,5.39,0.0,0.0,,2.76,23.0,0.08
9914,美利達,78.5,-4.2,-5.08,26W01,01/02,0.5,-650.0,-11.6,1.01,-1.0,-0.01,19.3,346.0,0.18
9919,康那香,16.6,0.2,1.22,26W01,01/02,0.21,-11.0,-0.53,0.08,0.0,0.0,8.76,32.0,0.04
9924,福興,52.4,0.0,0.0,26W01,01/02,0.34,0.0,0.0,0.46,0.0,0.0,8.07,104.0,0.13
9940,信義,22.7,0.0,0.0,26W01,01/02,0.62,702.0,12.8,0.35,-809.0,-18.9,58.0,121.0,0.02
9944,新麗,17.0,-0.05,-0.29,26W01,01/02,0.36,1.5,0.04,0.17,-10.9,-0.64,7.01,19.0,0.03
9951,皇田,55.6,0.1,0.18,26W01,01/02,0.41,-11.0,-0.26,0.0,0.0,,2.94,11.0,0.04
9955,佳龍,30.55,0.05,0.16,26W01,01/02,0.08,0.0,0.0,0.18,0.0,0.0,6.08,182.0,0.3
9962,有益,10.25,-0.1,-0.97,26W01,01/02,0.14,0.0,0.0,0.17,0.0,0.0,3.48,7.0,0.02
