代號,名稱,市場,股價日期,K線,成交,漲跌價,漲跌幅,成交張數,成交額(百萬),昨收,開盤,最高,最低,振幅(%),PER,PBR,1個月走勢圖,3個月走勢圖,1年走勢圖,3年走勢圖,10年走勢圖
1216,統一,市,03/03,,73.9,+0.3,+0.41,11131,819,73.6,73.1,73.9,72.9,1.36,21.2,3.29,,,,,
1232,大統益,市,03/03,,152,-1,-0.65,101,15.4,153,152.5,153,151,1.31,18.4,4.12,,,,,
1264,德麥,櫃,03/03,,280,-4,-1.41,30,8.43,284,281,282,280,0.7,13.4,3.01,,,,,
1268,漢來美食,櫃,03/03,,160.5,0,0,22,3.52,160.5,159.5,161.5,159.5,1.25,16,3.06,,,,,
1294,漢田生技,櫃,03/03,,78.7,+0.1,+0.13,59,4.59,78.6,77.4,78.7,76.4,2.93,17.9,3.01,,,,,
1307,三芳,市,03/03,,35.1,+1,+2.93,3584,125,34.1,33.95,35.95,33.5,7.18,11.8,1.48,,,,,
1316,上曜,市,03/03,,13.3,-0.1,-0.75,2502,33.3,13.4,13.45,13.55,13.15,2.99,-,1.09,,,,,
1342,八貫,市,03/03,,100,-1.5,-1.48,725,72.7,101.5,102.5,102.5,99.6,2.86,17.8,3.26,,,,,
1419,新紡,市,03/03,,66.2,-1.2,-1.78,115,7.62,67.4,66.8,67,65.7,1.93,14.8,1.14,,,,,
1472,三洋實業,市,03/03,,90.5,+1.6,+1.8,44,3.99,88.9,89,91.2,89,2.47,14.1,2.14,,,,,
1503,士電,市,03/03,,214.5,-11.5,-5.09,5008,1094,226,226,228,213.5,6.42,34,3.08,,,,,
1560,中砂,市,03/03,,497.5,-8.5,-1.68,3049,1560,506,505,535,496.5,7.61,64.9,9.67,,,,,
1587,吉茂,市,03/03,,41.65,-1.8,-4.14,856,36.2,43.45,43.55,43.55,41.65,4.37,198,2.24,,,,,
1590,亞德客-KY,市,03/03,,1185,-60,-4.82,1064,1271,1245,1240,1240,1175,5.22,30.1,4.95,,,,,
1609,大亞,市,03/03,,39.9,-1.2,-2.92,5433,220,41.1,40.3,41.65,39.85,4.38,21.5,1.88,,,,,
