代號,名稱,市場,股價日期,K線,成交,漲跌價,漲跌幅,成交張數,成交額(百萬),昨收,開盤,最高,最低,振幅(%),PER,PBR,1個月走勢圖,3個月走勢圖,1年走勢圖,3年走勢圖,10年走勢圖
1216,統一,市,03/10,,70.2,-0.6,-0.85,10723,754,70.8,71.4,71.4,70,1.98,20.3,2.94,,,,,
1232,大統益,市,03/10,,150.5,-0.5,-0.33,114,17.1,151,150,151,149.5,0.99,18.2,4.08,,,,,
1268,漢來美食,櫃,03/10,,158.5,+0.5,+0.32,12,1.84,158,160,160,158.5,0.95,15.7,2.91,,,,,
1294,漢田生技,櫃,03/10,,90,+0.4,+0.45,216,19.8,89.6,90.5,94,89.9,4.58,20.5,3.44,,,,,
1307,三芳,市,03/10,,33.75,+0.55,+1.66,1684,56.6,33.2,33.75,34.05,33.1,2.86,11.4,1.42,,,,,
1316,上曜,市,03/10,,12.85,+0.3,+2.39,1422,18.3,12.55,12.8,12.95,12.75,1.59,-,1.06,,,,,
1419,新紡,市,03/10,,63.4,+1.5,+2.42,92,5.82,61.9,63.8,63.8,62.5,2.1,14.2,1.1,,,,,
1472,三洋實業,市,03/10,,91.1,+0.8,+0.89,97,8.87,90.3,90.4,92.1,90.3,1.99,14.1,2.15,,,,,
1503,士電,市,03/10,,206,+2.5,+1.23,2489,517,203.5,211,211.5,203,4.18,32.7,2.95,,,,,
1560,中砂,市,03/10,,470,+19,+4.21,1623,762,451,468,475,462,2.88,61.4,9.13,,,,,
1609,大亞,市,03/10,,36.3,+0.65,+1.82,3130,113,35.65,36.25,36.45,35.7,2.1,19.5,1.71,,,,,
1623,大東電,市,03/10,,200,+6.5,+3.36,165,33.2,193.5,199,206,197,4.65,-,4.45,,,,,
1718,中纖,市,03/10,,7.41,-0.15,-1.98,13303,97.2,7.56,7.31,7.44,7.2,3.17,-,0.45,,,,,
1726,永記,市,03/10,,75.6,+0.6,+0.8,31,2.38,75,75.3,75.9,75.3,0.8,13.2,1.22,,,,,
1799,易威,櫃,03/10,,29.55,+0.3,+1.03,75,2.23,29.25,29.25,30.5,29.25,4.27,-,5.5,,,,,
1815,富喬,櫃,03/10,,100.5,+3.4,+3.5,8866,891,97.1,103,103,98.8,4.33,93.1,6.53,,,,,
