代號,名稱,市場,股價日期,K線,成交,漲跌價,漲跌幅,成交張數,成交額(百萬),昨收,開盤,最高,最低,振幅(%),PER,PBR,1個月走勢圖,3個月走勢圖,1年走勢圖,3年走勢圖,10年走勢圖
1216,統一,市,03/05,,71.2,-0.4,-0.56,11528,825,71.6,72.7,73.2,71,3.07,20.5,3.17,,,,,
1232,大統益,市,03/05,,152,+1.5,+1,135,20.4,150.5,150.5,152,150.5,1,18.4,4.12,,,,,
1264,德麥,櫃,03/05,,281,+2.5,+0.9,24,6.66,278.5,278.5,284.5,278.5,2.15,13.5,3.02,,,,,
1268,漢來美食,櫃,03/05,,159.5,0,0,31,5.03,159.5,159.5,161.5,159.5,1.25,15.9,3.04,,,,,
1294,漢田生技,櫃,03/05,,79.3,+0.5,+0.63,245,19.4,78.8,79.2,80.5,78.8,2.16,18.1,3.03,,,,,
1307,三芳,市,03/05,,34.2,+1.35,+4.11,1716,58.1,32.85,33.9,34.5,33.2,3.96,11.5,1.44,,,,,
1316,上曜,市,03/05,,13,+0.3,+2.36,1960,25.4,12.7,13,13.05,12.85,1.57,-,1.07,,,,,
1342,八貫,市,03/05,,97.4,+1.3,+1.35,478,46.6,96.1,98.1,98.4,97,1.46,17.3,3.17,,,,,
1419,新紡,市,03/05,,65,+0.5,+0.78,321,20.6,64.5,62.5,65.9,62.5,5.27,14.6,1.12,,,,,
1472,三洋實業,市,03/05,,89,-0.5,-0.56,34,3.1,89.5,92.5,92.5,89,3.91,13.8,2.1,,,,,
1503,士電,市,03/05,,207,+8.5,+4.28,2688,554,198.5,207.5,209,202,3.53,32.9,2.97,,,,,
1560,中砂,市,03/05,,479,+15,+3.23,2465,1181,464,479,489.5,470,4.2,62.5,9.31,,,,,
1587,吉茂,市,03/05,,40,+1.15,+2.96,529,21.2,38.85,39.95,40.55,39.65,2.32,190,2.15,,,,,
1609,大亞,市,03/05,,38.35,+0.7,+1.86,3383,130,37.65,38.5,39,37.85,3.05,20.6,1.8,,,,,
1623,大東電,市,03/05,,203.5,-1,-0.49,405,82.8,204.5,211.5,217.5,199,9.05,-,4.53,,,,,
1718,中纖,市,03/05,,6.99,+0.03,+0.43,3511,24.6,6.96,7.07,7.11,6.95,2.3,-,0.42,,,,,
1726,永記,市,03/05,,76.1,-0.1,-0.13,24,1.8,76.2,76.2,76.8,75.9,1.18,13.3,1.23,,,,,
1788,杏昌,櫃,03/05,,136.5,0,0,8,1.15,136.5,136.5,137,136.5,0.37,17.4,2.05,,,,,
1799,易威,櫃,03/05,,29,+0.75,+2.65,180,5.23,28.25,28.5,29.8,28.5,4.6,-,5.4,,,,,
1815,富喬,櫃,03/05,,108,+4.5,+4.35,85804,9383,103.5,110,113,105,7.73,100,7.02,,,,,
2022,聚亨,市,03/05,,8.83,+0.2,+2.32,397,3.49,8.63,8.78,8.9,8.7,2.32,-,0.89,,,,,
2059,川湖,市,03/05,,3320,+150,+4.73,524,1744,3170,3340,3390,3270,3.79,32.2,11.29,,,,,
2103,台橡,市,03/05,,19.1,+0.1,+0.53,6052,115,19,19.35,19.4,18.7,3.68,147,0.82,,,,,
