代號,名稱,市場,股價日期,K線,成交,漲跌價,漲跌幅,成交張數,成交額(百萬),昨收,開盤,最高,最低,振幅(%),PER,PBR,1個月走勢圖,3個月走勢圖,1年走勢圖,3年走勢圖,10年走勢圖
1216,統一,市,02/23,,75.1,+1.7,+2.32,20495,1541,73.4,75.4,76,74.5,2.04,21.6,3.34,,,,,
1232,大統益,市,02/23,,151,+1.5,+1,246,37.1,149.5,151,152,150,1.34,18.8,4.39,,,,,
1264,德麥,櫃,02/23,,284,-0.5,-0.18,19,5.44,284.5,284,284,282.5,0.53,13.6,3.06,,,,,
1268,漢來美食,櫃,02/23,,161.5,+0.5,+0.31,30,4.86,161,162,162.5,161,0.93,16.1,3.08,,,,,
1294,漢田生技,櫃,02/23,,80,0,0,59,4.68,80,80,80,77.6,3,18.2,3.06,,,,,
1307,三芳,市,02/23,,34,+1,+3.03,2681,90.3,33,33.45,34.1,33,3.33,11.4,1.43,,,,,
1316,上曜,市,02/23,,14.05,+0.15,+1.08,2060,28.7,13.9,13.9,14.1,13.75,2.52,-,1.15,,,,,
1342,八貫,市,02/23,,102,+1.5,+1.49,840,85.5,100.5,102,103,101,1.99,18.1,3.32,,,,,
1419,新紡,市,02/23,,69.1,-2.5,-3.49,483,33.4,71.6,71.6,71.6,67.5,5.73,15.5,1.19,,,,,
1472,三洋實業,市,02/23,,90.6,+0.2,+0.22,30,2.75,90.4,90.4,91.6,90.2,1.55,14.1,2.14,,,,,
1503,士電,市,02/23,,223.5,+12,+5.67,6396,1423,211.5,218,227,216,5.2,35.5,3.2,,,,,
1560,中砂,市,02/23,,467.5,+42.5,+10,5794,2672,425,440,467.5,439,6.71,61,9.08,,,,,
1587,吉茂,市,02/23,,46.35,-0.1,-0.22,718,33.5,46.45,46.5,47.1,45.8,2.8,221,2.49,,,,,
1590,亞德客-KY,市,02/23,,1175,-25,-2.08,1790,2104,1200,1220,1250,1150,8.33,29.9,4.91,,,,,
1609,大亞,市,02/23,,40.5,+1.4,+3.58,9295,373,39.1,39.5,40.75,39.35,3.58,21.8,1.9,,,,,
1623,大東電,市,02/23,,220,+15,+7.32,384,82.5,205,206,222.5,206,8.05,-,4.89,,,,,
