代號,名稱,市場,股價日期,K線,成交,漲跌價,漲跌幅,成交張數,成交額(百萬),昨收,開盤,最高,最低,振幅(%),PER,PBR,1個月走勢圖,3個月走勢圖,1年走勢圖,3年走勢圖,10年走勢圖
1104,環泥,市,01/22,,29.95,+0.1,+0.34,491,14.7,29.85,30.05,30.05,29.8,0.84,12.7,0.89,,,,,
1215,卜蜂,市,01/22,,151.5,-3,-1.94,1095,167,154.5,154.5,156,151.5,2.91,14.8,3.84,,,,,
1231,聯華食,市,01/22,,94.2,+0.3,+0.32,257,24.1,93.9,93.7,94.2,93.7,0.53,26.1,4.16,,,,,
1264,德麥,櫃,01/22,,278.5,-1.5,-0.54,22,6.18,280,280,280,278.5,0.54,13.4,3,,,,,
1294,漢田生技,櫃,01/22,,76.7,-1.2,-1.54,16,1.23,77.9,76.4,77,76.4,0.77,17.5,2.93,,,,,
1295,生合,櫃,01/22,,86.3,+1.1,+1.29,52,4.47,85.2,87,87,85.4,1.88,18.2,2.34,,,,,
1316,上曜,市,01/22,,14.15,0,0,1941,27.6,14.15,14.25,14.35,14.15,1.41,,1.16,,,,,
1342,八貫,市,01/22,,96.2,+0.7,+0.73,154,14.8,95.5,96.6,97.5,95.6,1.99,17.7,3.21,,,,,
1402,遠東新,市,01/22,,28.4,+0.05,+0.18,5376,153,28.35,28.45,28.55,28.3,0.88,16.9,0.68,,,,,
1419,新紡,市,01/22,,76.7,+2,+2.68,813,62.3,74.7,75.8,77.5,75.4,2.81,17.2,1.33,,,,,
1439,雋揚,市,01/22,,29.75,-0.25,-0.83,167,4.98,30,29.9,30.1,29.7,1.33,10.7,0.96,,,,,
1503,士電,市,01/22,,237,+21.5,+9.98,21096,4901,215.5,223,237,219,8.35,37.6,3.4,,,,,
1504,東元,市,01/22,,89.3,+3.3,+3.84,63420,5700,86,87.5,92,87.2,5.58,35.2,2.39,,,,,
1513,中興電,市,01/22,,184,+6.5,+3.66,53759,9897,177.5,182,189,178,6.2,23.8,4.63,,,,,
1514,亞力,市,01/22,,140.5,+1,+0.72,72094,10181,139.5,143.5,145,138,5.02,46.5,6.34,,,,,
1519,華城,市,01/22,,1080,+55,+5.37,8441,8917,1025,1045,1095,1000,9.27,79.2,38.93,,,,,
1522,堤維西,市,01/22,,52.3,-0.5,-0.95,3402,178,52.8,53.7,53.8,51.8,3.79,45.1,1.86,,,,,
1560,中砂,市,01/22,,431.5,+8.5,+2.01,3290,1412,423,427.5,434.5,423.5,2.6,56.3,8.39,,,,,
1587,吉茂,市,01/22,,51.3,-0.3,-0.58,1248,64.5,51.6,52.6,52.7,51.1,3.1,244,2.75,,,,,
1590,亞德客-KY,市,01/22,,1015,-10,-0.98,1665,1683,1025,1015,1025,991,3.32,25.8,4.24,,,,,
1593,祺驊,櫃,01/22,,30,-0.9,-2.91,59,1.79,30.9,30.5,30.75,29.95,2.59,15.2,0.94,,,,,
1603,華電,市,01/22,,41.85,+1.55,+3.85,2661,111,40.3,40.9,42.2,40.9,3.23,11.4,0.9,,,,,
1623,大東電,市,01/22,,295,+107,+56.9,2444,693,,276.5,296,263,17.6,,6.56,,,,,
1734,杏輝,市,01/22,,30.95,+0.05,+0.16,189,5.82,30.9,30.95,31.05,30.75,0.97,17,1.78,,,,,
1736,喬山,市,01/22,,149.5,+1.5,+1.01,386,57.6,148,148,150.5,147.5,2.03,16,4.01,,,,,
1783,和康生,市,01/22,,46.75,-0.05,-0.11,291,13.6,46.8,46.85,47.1,46.3,1.71,18,2.85,,,,,
1784,訊聯,櫃,01/22,,102,-1,-0.97,465,47.7,103,104.5,104.5,101.5,2.91,73.4,4.08,,,,,
1786,科妍,市,01/22,,79.8,+0.6,+0.76,176,14,79.2,79.7,79.9,78.8,1.39,34.8,3,,,,,
1808,潤隆,市,01/22,,32.35,+0.3,+0.94,1276,41.2,32.05,32.85,32.85,32.05,2.5,,2.58,,,,,
2059,川湖,市,01/22,,3485,-35,-0.99,876,3078,3520,3565,3635,3440,5.54,39.2,13.56,,,,,
2248,華勝-KY,市,01/22,,49.3,+0.05,+0.1,14,0.7,49.25,49.85,50,49.3,1.42,9.98,1.58,,,,,
2308,台達電,市,01/22,,1245,+110,+9.69,20587,25421,1135,1200,1245,1195,4.41,64.7,13.43,,,,,
2317,鴻海,市,01/22,,223.5,+4.5,+2.05,47823,10709,219,223.5,226,222,1.83,16.3,1.91,,,,,
2327,國巨*,市,01/22,,296,+18.5,+6.67,75945,22542,277.5,287.5,300,286.5,4.86,29.5,3.87,,,,,
2344,華邦電,市,01/22,,104.5,-1,-0.95,57617,6299,105.5,113.5,113.5,104.5,8.53,,4.96,,,,,
2345,智邦,市,01/22,,1150,0,0,7229,8349,1150,1185,1195,1125,6.09,28.6,12.96,,,,,
2347,聯強,市,01/22,,66.7,+2,+3.09,6111,403,64.7,64.8,66.7,64.5,3.4,12.9,1.5,,,,,
2356,英業達,市,01/22,,51.2,+4.65,+9.99,141656,7128,46.55,48.65,51.2,48,6.87,20.4,2.61,,,,,
2357,華碩,市,01/22,,511,+10,+2,2983,1518,501,508,512,505,1.4,10.9,1.47,,,,,
2360,致茂,市,01/22,,1010,+15,+1.51,2785,2816,995,1000,1035,994,4.12,40.1,14.51,,,,,
