代號,名稱,市場,股價日期,K線,成交,漲跌價,漲跌幅,成交張數,成交額(百萬),昨收,開盤,最高,最低,振幅(%),PER,PBR,1個月走勢圖,3個月走勢圖,1年走勢圖,3年走勢圖,10年走勢圖
1268,漢來美食,櫃,03/17,,159.5,0,0,13,2.02,159.5,159,160,158.5,0.94,15.8,2.92,,,,,
1472,三洋實業,市,03/17,,93.5,+1.5,+1.63,92,8.49,92,91.8,93.5,91.8,1.85,14.6,2.14,,,,,
1560,中砂,市,03/17,,451.5,-2,-0.44,2835,1280,453.5,459,461,447,3.09,48.7,8.16,,,,,
1815,富喬,櫃,03/17,,108,-2,-1.82,9353,1021,110,112,112,107,4.55,100,5.01,,,,,
2059,川湖,市,03/17,,3350,+30,+0.9,367,1237,3320,3345,3420,3335,2.56,32.5,11.39,,,,,
2344,華邦電,市,03/17,,123.5,+6.5,+5.56,236549,29113,117,121.5,126,119.5,5.56,140,5.15,,,,,
2360,致茂,市,03/17,,1470,+20,+1.38,5889,8940,1450,1460,1595,1445,10.3,53.1,19.52,,,,,
2368,金像電,市,03/17,,917,+8,+0.88,6438,5910,909,916,935,905,3.3,47.1,13.84,,,,,
2376,技嘉,市,03/17,,248,+11.5,+4.86,15450,3800,236.5,240.5,251,238,5.5,13.6,2.81,,,,,
2382,廣達,市,03/17,,289,0,0,14073,4081,289,290.5,292.5,288,1.56,14.9,4.57,,,,,
2383,台光電,市,03/17,,2700,+115,+4.45,2921,7861,2585,2645,2750,2625,4.84,64.8,19.17,,,,,
2408,南亞科,市,03/17,,271.5,+10,+3.82,132621,36484,261.5,267,284.5,266.5,6.88,127,4.94,,,,,
2425,承啟,市,03/17,,31.1,+0.05,+0.16,616,19.4,31.05,31.5,32,31,3.22,-,1.24,,,,,
2646,星宇航空,市,03/17,,21.95,+0.3,+1.39,3931,86.3,21.65,21.8,22.1,21.75,1.62,244,2.1,,,,,
2727,王品,市,03/17,,226,+0.5,+0.22,240,54.2,225.5,225.5,226.5,225,0.67,14.1,3.98,,,,,
2729,瓦城,櫃,03/17,,167.5,+1,+0.6,16,2.71,166.5,166.5,168,166.5,0.9,21.3,2.95,,,,,
2731,雄獅,市,03/17,,170,-2.5,-1.45,602,103,172.5,173,173.5,170,2.03,9.72,3.2,,,,,
2732,六角,櫃,03/17,,65.4,-0.3,-0.46,19,1.24,65.7,65.2,65.7,65.2,0.76,72.7,1.73,,,,,
2734,易飛網,櫃,03/17,,16.45,0,0,47,0.77,16.45,16.55,16.55,16.35,1.22,-,1.42,,,,,
2743,山富,櫃,03/17,,72.2,+0.2,+0.28,84,6.1,72,72,73.2,72,1.67,14.9,2.84,,,,,
2745,五福,櫃,03/17,,103.5,-0.5,-0.48,147,15.3,104,104,104.5,103,1.44,10.3,3.61,,,,,
2751,王座,櫃,03/17,,59.9,+0.2,+0.34,12,0.73,59.7,59.6,60.2,59,2.01,13.6,2.89,,,,,
2752,豆府,櫃,03/17,,214.5,+2,+0.94,21,4.44,212.5,213,215,212.5,1.18,13.7,4.13,,,,,
2754,亞洲藏壽司,櫃,03/17,,73.3,-0.5,-0.68,16,1.19,73.8,74,74,73.3,0.95,31.2,1.96,,,,,
2838,聯邦銀,市,03/17,,20.15,0,0,1066,21.4,20.15,20.05,20.2,20.05,0.74,18,1.07,,,,,
2885,元大金,市,03/17,,44.65,+0.05,+0.11,26737,1195,44.6,44.85,45.1,44.5,1.35,16.3,1.75,,,,,
2890,永豐金,市,03/17,,31.7,+0.2,+0.63,15562,493,31.5,31.5,31.85,31.45,1.27,16.1,1.8,,,,,
2941,米斯特,櫃,03/17,,41.8,-0.05,-0.12,12,0.52,41.85,41,42.4,41,3.35,17.8,1.79,,,,,
3081,聯亞,櫃,03/17,,1350,-150,-10,1154,1605,1500,1485,1485,1350,9,290,29.81,,,,,
3131,弘塑,櫃,03/17,,2130,-30,-1.39,1044,2245,2160,2155,2210,2100,5.09,61.2,12.55,,,,,
3135,凌航,市,03/17,,118.5,+8.5,+7.73,8768,1017,110,112.5,121,112,8.18,61.1,5.3,,,,,
3167,大量,市,03/17,,331,-36,-9.81,1639,557,367,355,357,330.5,7.22,40.7,8.56,,,,,
3231,緯創,市,03/17,,134,-1,-0.74,39186,5260,135,137,137,132.5,3.33,14.8,2.4,,,,,
3260,威剛,櫃,03/17,,434.5,+39.5,+10,11857,5052,395,410.5,434.5,409,6.46,18.7,5.96,,,,,
