代號,名稱,市場,股價日期,K線,成交,漲跌價,漲跌幅,成交張數,成交額(百萬),昨收,開盤,最高,最低,振幅(%),PER,PBR,1個月走勢圖,3個月走勢圖,1年走勢圖,3年走勢圖,10年走勢圖
1104,環泥,市,01/20,,30.25,0,0,324,9.84,30.25,30.25,30.4,30.2,0.66,12.9,0.89,,,,,
1215,卜蜂,市,01/20,,152,+1.5,+1,939,143,150.5,150,154.5,149,3.65,14.9,3.85,,,,,
1231,聯華食,市,01/20,,93.9,-0.3,-0.32,570,53.5,94.2,94.1,94.3,93.3,1.06,26,4.14,,,,,
1264,德麥,櫃,01/20,,280.5,+0.5,+0.18,6,1.56,280,280,280.5,280,0.18,13.5,3.02,,,,,
1294,漢田生技,櫃,01/20,,77.5,-1,-1.27,76,5.89,78.5,77.8,77.8,77,1.02,17.7,2.96,,,,,
1295,生合,櫃,01/20,,87.3,+2.9,+3.44,166,14.3,84.4,83.9,88,83.8,4.98,18.4,2.37,,,,,
1316,上曜,市,01/20,,14.4,-0.05,-0.35,2683,38.9,14.45,14.45,14.65,14.4,1.73,,1.18,,,,,
1342,八貫,市,01/20,,96.2,-0.8,-0.82,122,11.8,97,97.5,97.5,95.8,1.75,17.7,3.21,,,,,
1402,遠東新,市,01/20,,28.7,+0.05,+0.17,7647,219,28.65,28.55,28.7,28.45,0.87,17.1,0.69,,,,,
1419,新紡,市,01/20,,75.6,+0.1,+0.13,879,67.3,75.5,75.9,77.6,75.6,2.65,17,1.31,,,,,
1439,雋揚,市,01/20,,30.1,-0.15,-0.5,36,1.09,30.25,30.25,30.25,30.05,0.66,10.8,0.97,,,,,
1503,士電,市,01/20,,218,+11,+5.31,15192,3253,207,205.5,221.5,204,8.45,34.6,3.13,,,,,
1504,東元,市,01/20,,88.8,+0.9,+1.02,53116,4736,87.9,87.9,90.5,86.9,4.1,35,2.37,,,,,
1513,中興電,市,01/20,,176.5,+16,+9.97,46776,7992,160.5,160.5,176.5,158,11.5,22.9,4.44,,,,,
1514,亞力,市,01/20,,127,+7,+5.83,34599,4318,120,120,129.5,118,9.58,42.1,5.73,,,,,
1519,華城,市,01/20,,1005,+42,+4.36,8950,8852,963,960,1005,956,5.09,73.7,36.23,,,,,
1522,堤維西,市,01/20,,51.3,-0.7,-1.35,2065,106,52,51.5,51.6,50.8,1.54,44.2,1.82,,,,,
1560,中砂,市,01/20,,425,+2.5,+0.59,2097,889,422.5,422.5,429.5,418.5,2.6,55.5,8.26,,,,,
1587,吉茂,市,01/20,,54.9,+1.7,+3.2,5995,327,53.2,55.9,55.9,53,5.45,261,2.95,,,,,
1590,亞德客-KY,市,01/20,,1025,+10,+0.99,396,404,1015,1005,1035,998,3.65,26,4.28,,,,,
1593,祺驊,櫃,01/20,,30.3,-0.6,-1.94,18,0.56,30.9,30.4,30.8,30.3,1.62,15.4,0.94,,,,,
1603,華電,市,01/20,,41.45,+1.55,+3.88,2208,90.6,39.9,39.95,41.65,39.85,4.51,11.3,0.89,,,,,
1734,杏輝,市,01/20,,30.8,-0.1,-0.32,157,4.86,30.9,31,31,30.8,0.65,16.9,1.77,,,,,
1736,喬山,市,01/20,,150.5,-2.5,-1.63,631,95.4,153,153,154,150,2.61,16.1,4.04,,,,,
1783,和康生,市,01/20,,46.45,-0.75,-1.59,177,8.25,47.2,47.45,47.65,46.2,3.07,17.9,2.83,,,,,
1784,訊聯,櫃,01/20,,109,0,0,273,29.7,109,108.5,110,107.5,2.29,78.4,4.36,,,,,
1786,科妍,市,01/20,,80.2,-1.6,-1.96,279,22.5,81.8,81.1,81.2,80,1.47,35,3.02,,,,,
1808,潤隆,市,01/20,,32.6,-0.85,-2.54,1873,61.5,33.45,33.3,33.4,32.6,2.39,,2.6,,,,,
2059,川湖,市,01/20,,3640,+330,+9.97,2061,7334,3310,3330,3640,3325,9.52,40.9,14.17,,,,,
2248,華勝-KY,市,01/20,,49.85,-0.05,-0.1,21,1.04,49.9,49.9,49.9,49.3,1.2,10.1,1.59,,,,,
2308,台達電,市,01/20,,1130,+10,+0.89,7540,8471,1120,1105,1140,1100,3.57,58.8,12.19,,,,,
2317,鴻海,市,01/20,,223.5,-6,-2.61,77101,17367,229.5,228.5,228.5,223.5,2.18,16.3,1.91,,,,,
2327,國巨*,市,01/20,,289.5,-6,-2.03,55086,15880,295.5,289,292,285,2.37,28.9,3.79,,,,,
2344,華邦電,市,01/20,,113,-3.5,-3,52268,5809,116.5,105.5,114.5,105.5,7.73,,5.36,,,,,
2345,智邦,市,01/20,,1185,+20,+1.72,3526,4204,1165,1165,1220,1160,5.15,29.4,13.36,,,,,
2347,聯強,市,01/20,,64.2,-0.9,-1.38,5880,380,65.1,65.2,65.3,64,2,12.4,1.44,,,,,
2356,英業達,市,01/20,,44.8,+0.15,+0.34,17423,781,44.65,44.85,45.15,44.35,1.79,17.8,2.29,,,,,
2357,華碩,市,01/20,,510,0,0,4120,2112,510,512,519,508,2.16,10.9,1.47,,,,,
2360,致茂,市,01/20,,1030,+80,+8.42,4547,4578,950,959,1030,958,7.58,40.9,14.8,,,,,
2376,技嘉,市,01/20,,238,-2,-0.83,3556,851,240,240.5,241,238,1.25,13.2,2.87,,,,,
2382,廣達,市,01/20,,277.5,-4.5,-1.6,13983,3901,282,281,282,277,1.77,15.6,5.01,,,,,
2383,台光電,市,01/20,,1615,+35,+2.22,2501,4008,1580,1575,1620,1560,3.8,41.6,13.01,,,,,
2404,漢唐,市,01/20,,1080,-15,-1.37,2072,2238,1095,1080,1095,1065,2.74,24.2,13,,,,,
2408,南亞科,市,01/20,,272,-3,-1.09,27036,7051,275,247.5,274,247.5,9.64,,5.36,,,,,
2412,中華電,市,01/20,,133,-1,-0.75,5249,699,134,133.5,134,133,0.75,26.9,2.74,,,,,
2419,仲琦,市,01/20,,32.05,+0.75,+2.4,7852,251,31.3,31.3,32.85,30.6,7.19,,2.18,,,,,
2421,建準,市,01/20,,151,+1,+0.67,1797,272,150,150,152.5,149,2.33,20.8,5.08,,,,,
2423,固緯,市,01/20,,54.9,-0.1,-0.18,157,8.58,55,54.4,55.2,54.1,2,19.3,2.86,,,,,
2425,承啟,市,01/20,,31.55,-1.6,-4.83,871,27.9,33.15,32.95,32.95,31.5,4.37,,1.32,,,,,
2428,興勤,市,01/20,,176,-4,-2.22,623,110,180,180,180,175.5,2.5,15.2,2.16,,,,,
2432,倚天酷碁-創,市,01/20,,24.9,+0.1,+0.4,13,0.32,24.8,24.75,24.9,24.75,0.6,15,1.34,,,,,
2442,新美齊,市,01/20,,22.6,-0.4,-1.74,2370,53.9,23,23,23,22.5,2.17,24.8,1.25,,,,,
2453,凌群,市,01/20,,55,-0.4,-0.72,420,23.3,55.4,55.4,55.8,55,1.44,17.3,2.58,,,,,
2467,志聖,市,01/20,,249.5,+4.5,+1.84,1244,308,245,245,251,244.5,2.65,49.2,7.1,,,,,
2471,資通,市,01/20,,52.5,-0.1,-0.19,142,7.44,52.6,52.6,52.7,52.1,1.14,16.2,2.91,,,,,
2472,立隆電,市,01/20,,119,-2.5,-2.06,4861,576,121.5,121,121,117,3.29,16.4,2.44,,,,,
2476,鉅祥,市,01/20,,94.2,-1.3,-1.36,3038,290,95.5,95.5,97.6,94,3.77,23.7,2.48,,,,,
2480,敦陽科,市,01/20,,140,+1,+0.72,265,37.1,139,140,141.5,139.5,1.44,17.7,4.54,,,,,
2493,揚博,市,01/20,,121.5,+1,+0.83,1011,122,120.5,120.5,122.5,119,2.9,27.4,5.01,,,,,
2501,國建,市,01/20,,22.9,+0.1,+0.44,1697,38.9,22.8,22.7,23.05,22.7,1.54,9.42,0.91,,,,,
2515,中工,市,01/20,,13.3,-0.2,-1.48,5778,77,13.5,13.5,13.5,13.25,1.85,32.4,0.92,,,,,
2543,皇昌,市,01/20,,62.4,-0.9,-1.42,1373,86,63.3,63.9,63.9,62.3,2.53,19.2,3.43,,,,,
2596,綠意,櫃,01/20,,35.9,-0.7,-1.91,48,1.74,36.6,36.1,36.55,35.9,1.78,17.8,1.77,,,,,
2597,潤弘,市,01/20,,175.5,+1.5,+0.86,311,54.8,174,174,178,174,2.3,16.6,6.95,,,,,
2610,華航,市,01/20,,21.9,+0.45,+2.1,54108,1188,21.45,21.5,22.2,21.5,3.26,8.87,1.41,,,,,
2612,中航,市,01/20,,61.8,+1.4,+2.32,2458,151,60.4,61.3,62.2,61,1.99,8.62,0.95,,,,,
2613,中櫃,市,01/20,,24.4,-0.15,-0.61,344,8.45,24.55,24.7,24.7,24.4,1.22,29,1.03,,,,,
2617,台航,市,01/20,,31.5,+0.15,+0.48,853,26.8,31.35,31.35,31.65,31.3,1.12,10.2,0.77,,,,,
2618,長榮航,市,01/20,,38.2,+1.05,+2.83,83990,3215,37.15,37.3,38.85,37.25,4.31,7.93,1.57,,,,,
2633,台灣高鐵,市,01/20,,27.1,-0.15,-0.55,7307,198,27.25,27.2,27.25,27.1,0.55,24,2.14,,,,,
2634,漢翔,市,01/20,,57.4,+1.6,+2.87,37011,2137,55.8,57.7,59.2,56.6,4.66,71.8,3.18,,,,,
2640,大車隊,櫃,01/20,,127.5,-0.5,-0.39,104,13.2,128,127.5,127.5,125.5,1.56,14.1,3.7,,,,,
2641,正德,櫃,01/20,,20.75,-0.05,-0.24,3817,79.9,20.8,21,21.2,20.75,2.16,10.6,0.89,,,,,
2643,捷迅,櫃,01/20,,72.2,+0.2,+0.28,28,2.04,72,72,72.5,71.7,1.11,10.8,1.33,,,,,
2645,長榮航太,市,01/20,,161,+7.5,+4.89,10133,1616,153.5,157,163.5,154.5,5.86,30.4,4.6,,,,,
2646,星宇航空,市,01/20,,23.45,+0.1,+0.43,5641,133,23.35,23.35,23.75,23.3,1.93,261,2.18,,,,,
2706,第一店,市,01/20,,12.85,-0.05,-0.39,157,2.02,12.9,12.9,13,12.85,1.16,22.2,0.66,,,,,
2739,寒舍,市,01/20,,34.1,-0.35,-1.02,181,6.2,34.45,34.35,34.45,34.1,1.02,19.9,2.08,,,,,
2751,王座,櫃,01/20,,62,+0.2,+0.32,12,0.76,61.8,62.2,62.2,61.8,0.65,14.1,2.99,,,,,
2752,豆府,櫃,01/20,,210.5,+1,+0.48,12,2.5,209.5,210.5,210.5,210,0.24,13.5,4.38,,,,,
2753,八方雲集,市,01/20,,184,-0.5,-0.27,190,35.2,184.5,184.5,185.5,184,0.81,15.7,3.55,,,,,
2755,揚秦,櫃,01/20,,117.5,+1,+0.86,40,4.7,116.5,116.5,118.5,116.5,1.72,19.7,4.44,,,,,
2756,聯發國際,櫃,01/20,,80,-1.4,-1.72,51,4.08,81.4,80.3,81.3,80,1.6,25,3.62,,,,,
2762,世界健身-KY,市,01/20,,74.7,-0.3,-0.4,39,2.93,75,74.8,75,74.4,0.8,27,2.89,,,,,
2887,台新新光金,市,01/20,,22.9,+0.05,+0.22,75126,1719,22.85,22.95,23.1,22.75,1.53,14,1.28,,,,,
2912,統一超,市,01/20,,217.5,+0.5,+0.23,3670,800,217,217,219,217,0.92,20.3,5.74,,,,,
2937,集雅社,櫃,01/20,,43.8,-0.2,-0.45,22,0.95,44,43.9,43.9,43.8,0.23,11.3,1.84,,,,,
3004,豐達科,市,01/20,,115.5,+0.5,+0.43,789,91.8,115,115,118.5,115,3.04,18.3,2.3,,,,,
3006,晶豪科,市,01/20,,152,-6.5,-4.1,2253,337,158.5,145.5,152,145.5,4.1,,4.47,,,,,
