代號,名稱,市場,股價日期,K線,成交,漲跌價,漲跌幅,成交張數,成交額(百萬),昨收,開盤,最高,最低,振幅(%),PER,PBR,1個月走勢圖,3個月走勢圖,1年走勢圖,3年走勢圖,10年走勢圖
1216,統一,市,03/09,,70.8,-1.1,-1.53,14426,1019,71.9,70,71.3,70,1.81,20.5,2.96,,,,,
1232,大統益,市,03/09,,151,-0.5,-0.33,176,26.4,151.5,151.5,151.5,149.5,1.32,18.3,4.09,,,,,
1268,漢來美食,櫃,03/09,,158,-3.5,-2.17,79,12.4,161.5,158,158.5,155.5,1.86,15.6,2.9,,,,,
1294,漢田生技,櫃,03/09,,89.6,+2.4,+2.75,836,76.2,87.2,87.1,95.3,85.9,10.8,20.4,3.43,,,,,
1307,三芳,市,03/09,,33.2,-2.05,-5.82,4338,146,35.25,34.5,36,32.6,9.65,11.2,1.4,,,,,
1316,上曜,市,03/09,,12.55,-0.65,-4.92,2499,31.3,13.2,12.65,12.7,12.3,3.03,-,1.03,,,,,
1419,新紡,市,03/09,,61.9,-3.5,-5.35,546,33.6,65.4,62.4,63,60.5,3.82,13.9,1.07,,,,,
1472,三洋實業,市,03/09,,90.3,+0.1,+0.11,94,8.48,90.2,90.2,91.6,89.8,2,14,2.13,,,,,
1503,士電,市,03/09,,203.5,-15,-6.86,4018,814,218.5,204.5,207.5,198.5,4.12,32.3,2.92,,,,,
1560,中砂,市,03/09,,451,-35.5,-7.3,1490,670,486.5,451,456.5,443,2.77,58.9,8.76,,,,,
1609,大亞,市,03/09,,35.65,-2.25,-5.94,5990,211,37.9,35.45,36.05,34.5,4.09,19.2,1.68,,,,,
1623,大東電,市,03/09,,193.5,-10,-4.91,178,34.1,203.5,190,194.5,190,2.21,-,4.3,,,,,
1718,中纖,市,03/09,,7.56,+0.02,+0.27,34900,269,7.54,7.98,8.29,7.36,12.3,-,0.46,,,,,
1726,永記,市,03/09,,75,-1.7,-2.22,76,5.68,76.7,74.6,76.4,74.6,2.35,13.1,1.21,,,,,
1799,易威,櫃,03/09,,29.25,+0.25,+0.86,170,4.81,29,28,29.3,27.65,5.69,-,5.45,,,,,
1815,富喬,櫃,03/09,,97.1,-8.9,-8.4,13319,1280,106,95.4,100,95.4,4.34,89.9,6.31,,,,,
2022,聚亨,市,03/09,,8.84,-0.22,-2.43,852,7.45,9.06,9.02,9.05,8.56,5.41,-,0.89,,,,,
2059,川湖,市,03/09,,3000,-205,-6.4,490,1457,3205,2990,3015,2925,2.81,29.1,10.2,,,,,
2207,和泰車,市,03/09,,505,-7,-1.37,585,294,512,493,510,490,3.91,15.4,3.55,,,,,
2236,百達-KY,市,03/09,,109,-4,-3.54,396,43,113,107,111,107,3.54,20,3.3,,,,,
2327,國巨*,市,03/09,,248.5,-16.5,-6.23,30091,7325,265,242.5,248.5,240,3.21,24.8,3.25,,,,,
2330,台積電,市,03/09,,1810,-80,-4.23,94441,169438,1890,1775,1810,1770,2.12,27.3,8.66,,,,,
2344,華邦電,市,03/09,,101,-5.5,-5.16,168057,16533,106.5,95.9,101,95.9,4.79,115,4.21,,,,,
2360,致茂,市,03/09,,1240,-135,-9.82,3029,3761,1375,1240,1260,1240,1.45,49.3,17.82,,,,,
2368,金像電,市,03/09,,761,-31,-3.91,11468,8626,792,733,768,720,6.06,46.9,14.13,,,,,
2376,技嘉,市,03/09,,215,-4,-1.83,7608,1601,219,209.5,215,206.5,3.88,11.9,2.6,,,,,
2377,微星,市,03/09,,92.8,-3.9,-4.03,6996,642,96.7,91.2,93.7,90.2,3.62,17.1,1.5,,,,,
2382,廣達,市,03/09,,282,-7,-2.42,18420,5098,289,272.5,282,272,3.46,14.5,4.47,,,,,
2383,台光電,市,03/09,,2175,-185,-7.84,3392,7336,2360,2125,2210,2125,3.6,56,17.51,,,,,
2408,南亞科,市,03/09,,210,-23,-9.87,22142,4650,233,210,210,210,0,98.6,3.82,,,,,
2414,精技,市,03/09,,40.65,-1.45,-3.44,411,16.7,42.1,41,41.15,40.15,2.38,13.2,2.12,,,,,
2427,三商電,市,03/09,,24.95,-1.05,-4.04,880,21.9,26,25,25.3,24.5,3.08,16.3,1.54,,,,,
2428,興勤,市,03/09,,157.5,-13.5,-7.89,1059,166,171,159,160.5,154.5,3.51,13.4,1.81,,,,,
2480,敦陽科,市,03/09,,139.5,-5,-3.46,369,51.6,144.5,140,141.5,138,2.42,17.4,4.21,,,,,
2515,中工,市,03/09,,15.8,-0.9,-5.39,18191,289,16.7,16,16.4,15.6,4.79,38.5,1.09,,,,,
2535,達欣工,市,03/09,,69,-3.1,-4.3,700,48.3,72.1,69.8,69.8,68.3,2.08,11.3,1.83,,,,,
2597,潤弘,市,03/09,,164,-4.5,-2.67,376,61.6,168.5,160,165.5,160,3.26,15.5,6.5,,,,,
2613,中櫃,市,03/09,,26.35,+0.55,+2.13,5083,136,25.8,25.7,27.8,24.9,11.2,31.4,1.12,,,,,
2640,大車隊,櫃,03/09,,129.5,+5.5,+4.44,267,34.2,124,124.5,129.5,124,4.44,14.3,3.76,,,,,
2641,正德,櫃,03/09,,18.6,-0.8,-4.12,6018,111,19.4,18.5,19,17.9,5.67,9.54,0.8,,,,,
2645,長榮航太,市,03/09,,152,-12,-7.32,2805,427,164,155,156.5,150,3.96,28.7,4.35,,,,,
2646,星宇航空,市,03/09,,21.15,-0.85,-3.86,8831,187,22,21.3,21.35,21,1.59,235,1.97,,,,,
2727,王品,市,03/09,,224.5,-3.5,-1.54,779,175,228,226,226.5,224,1.1,14.7,4.33,,,,,
2748,雲品,市,03/09,,38.45,-1.55,-3.88,214,8.24,40,39.35,39.35,38.35,2.5,16.7,1.41,,,,,
2752,豆府,櫃,03/09,,207.5,-0.5,-0.24,26,5.29,208,205.5,207.5,204.5,1.44,13.3,4.31,,,,,
2753,八方雲集,市,03/09,,183,-2.5,-1.35,273,49.8,185.5,181,184.5,179.5,2.7,15.6,3.53,,,,,
2755,揚秦,櫃,03/09,,140.5,+0.5,+0.36,140,19.3,140,135.5,141.5,135.5,4.29,23.6,5.31,,,,,
2762,世界健身-KY,市,03/09,,77.1,-1,-1.28,74,5.66,78.1,76.8,77.4,76.6,1.02,20.6,2.91,,,,,
2812,台中銀,市,03/09,,20.15,-0.4,-1.95,23273,473,20.55,20.1,20.3,19.95,1.7,13.8,1.36,,,,,
2855,統一證,市,03/09,,29.3,-0.75,-2.5,7048,204,30.05,28.9,29.35,28.5,2.83,9.77,1.19,,,,,
2880,華南金,市,03/09,,34.6,-0.6,-1.7,23207,795,35.2,32.55,35,32.55,6.96,19.1,2.11,,,,,
2885,元大金,市,03/09,,44.15,-1.75,-3.81,31649,1390,45.9,43.4,44.45,43.2,2.72,16.7,1.79,,,,,
2889,國票金,市,03/09,,15.7,-0.15,-0.95,5778,89.9,15.85,15.65,15.8,15.15,4.1,26.2,1.28,,,,,
2890,永豐金,市,03/09,,31.25,-0.4,-1.26,33871,1049,31.65,30.25,31.4,30.25,3.63,16.8,1.89,,,,,
2897,王道銀行,市,03/09,,9.65,-0.18,-1.83,5974,57.4,9.83,9.5,9.69,9.5,1.93,13,0.67,,,,,
2912,統一超,市,03/09,,219,+0.5,+0.23,3001,651,218.5,215,219,214,2.29,20.3,5.35,,,,,
2947,振宇五金,櫃,03/09,,77.9,-1.6,-2.01,11,0.89,79.5,78.5,78.5,77.2,1.64,23.2,2.08,,,,,
3003,健和興,市,03/09,,47.4,-3.8,-7.42,589,28.3,51.2,48.95,49.3,47.35,3.81,32.2,1.16,,,,,
3013,晟銘電,市,03/09,,93.5,-7.5,-7.43,2590,237,101,90.9,93.5,90.9,2.57,24,4.04,,,,,
3028,增你強,市,03/09,,51.9,-2.5,-4.6,4678,237,54.4,49.9,52.1,49.45,4.87,18,2.1,,,,,
3029,零壹,市,03/09,,116.5,-4,-3.32,1428,165,120.5,116,117,114,2.49,17.8,3.38,,,,,
3032,偉訓,市,03/09,,63.5,-4.2,-6.2,655,41.7,67.7,63.5,64.8,62.5,3.4,-,2.73,,,,,
3033,威健,市,03/09,,29.2,-1,-3.31,2248,65.6,30.2,29.2,29.55,28.45,3.64,18.4,1.38,,,,,
3036,文曄,市,03/09,,215.5,0,0,14931,3155,215.5,200,217,200,7.89,20.8,3,,,,,
3044,健鼎,市,03/09,,357.5,-20.5,-5.42,3154,1114,378,349.5,360,348.5,3.04,18.8,3.79,,,,,
3081,聯亞,櫃,03/09,,1350,-150,-10,2989,4086,1500,1350,1430,1350,5.33,290,29.81,,,,,
3135,凌航,市,03/09,,113.5,-5,-4.22,1849,203,118.5,107,113.5,107,5.49,58.5,5.08,,,,,
3147,大綜,櫃,03/09,,177,-10.5,-5.6,637,112,187.5,179,181,172.5,4.53,15,4.8,,,,,
3162,精確,櫃,03/09,,54.8,-2.8,-4.86,1554,83.9,57.6,53.1,55,53,3.47,22.5,2.43,,,,,
3167,大量,市,03/09,,278,-13,-4.47,1407,376,291,262,289,262,9.28,44.4,7.98,,,,,
3171,炎洲流通,櫃,03/09,,50.4,-2,-3.82,69,3.51,52.4,52.3,52.3,50,4.39,12.6,2.32,,,,,
3207,耀勝,櫃,03/09,,77.9,-3.8,-4.65,591,45.8,81.7,78,78.2,76.5,2.08,-,2.95,,,,,
3231,緯創,市,03/09,,127.5,-3,-2.3,42816,5370,130.5,125.5,127.5,123.5,3.07,15.5,2.52,,,,,
3260,威剛,櫃,03/09,,304,+16.5,+5.74,48460,14190,287.5,265,305,264.5,14.1,27.5,5.13,,,,,
3287,廣寰科,櫃,03/09,,28.8,-0.45,-1.54,91,2.55,29.25,27.95,28.95,27.9,3.59,33.9,2.24,,,,,
3293,鈊象,櫃,03/09,,702,-14,-1.96,2350,1635,716,690,711,680,4.33,19,12.29,,,,,
3303,岱稜,櫃,03/09,,46.65,-1.2,-2.51,230,10.7,47.85,47.45,47.45,46.15,2.72,10.2,1.8,,,,,
3305,昇貿,市,03/09,,98.1,-7.4,-7.01,3227,311,105.5,95.5,98.6,95.1,3.32,31.9,2.55,,,,,
3332,幸康,櫃,03/09,,55.8,-4.5,-7.46,118,6.61,60.3,57.5,57.6,55,4.31,16.7,1.53,,,,,
3362,先進光,櫃,03/09,,93.5,-6.3,-6.31,604,56.2,99.8,90.1,94.8,90.1,4.71,-,3.61,,,,,
3491,昇達科,櫃,03/09,,1180,-130,-9.92,440,519,1310,1180,1180,1180,0,168,29.06,,,,,
3515,華擎,市,03/09,,211.5,-11.5,-5.16,576,121,223,212,213,207,2.69,13.8,2.18,,,,,
3520,華盈,櫃,03/09,,14,-0.5,-3.45,369,5.08,14.5,14,14.1,13.4,4.83,156,1.22,,,,,
3528,安馳,市,03/09,,65,-2.5,-3.7,248,15.9,67.5,64.7,65,63.2,2.67,58.6,2.41,,,,,
3533,嘉澤,市,03/09,,1510,-55,-3.51,1475,2164,1565,1460,1510,1430,5.11,20.5,4.92,,,,,
