代號,名稱,市場,股價日期,K線,成交,漲跌價,漲跌幅,成交張數,成交額(百萬),昨收,開盤,最高,最低,振幅(%),PER,PBR,1個月走勢圖,3個月走勢圖,1年走勢圖,3年走勢圖,10年走勢圖
1104,環泥,市,02/06,,29.5,-0.3,-1.01,388,11.4,29.8,29.5,29.55,29.2,1.17,12.6,0.87,,,,,
1215,卜蜂,市,02/06,,147,-2,-1.34,817,120,149,148.5,148.5,145.5,2.01,14.4,3.73,,,,,
1231,聯華食,市,02/06,,92.8,-1.6,-1.69,556,51.5,94.4,93.6,93.7,92,1.8,25.7,4.1,,,,,
1264,德麥,櫃,02/06,,283,+3,+1.07,47,13.4,280,280,284.5,280,1.61,13.6,3.04,,,,,
1294,漢田生技,櫃,02/06,,78.7,-0.3,-0.38,12,0.94,79,77.5,78.9,77.4,1.9,17.9,3.01,,,,,
1295,生合,櫃,02/06,,75.6,-2.3,-2.95,86,6.53,77.9,77,77,74.8,2.82,15.9,2.05,,,,,
1316,上曜,市,02/06,,13.65,-0.3,-2.15,2638,35.9,13.95,13.8,13.8,13.5,2.15,,1.12,,,,,
1342,八貫,市,02/06,,100,+3.1,+3.2,3215,328,96.9,100,105,99.8,5.37,18.3,3.34,,,,,
1402,遠東新,市,02/06,,28,-0.6,-2.1,9882,276,28.6,28.35,28.4,27.8,2.1,16.7,0.67,,,,,
1419,新紡,市,02/06,,67.8,-1,-1.45,129,8.75,68.8,68.8,69,66.9,3.05,15.2,1.17,,,,,
1439,雋揚,市,02/06,,29.7,-0.15,-0.5,26,0.76,29.85,29.95,29.95,29.45,1.68,10.6,0.96,,,,,
1503,士電,市,02/06,,201,-10.5,-4.96,3342,679,211.5,207.5,208.5,200.5,3.78,31.9,2.88,,,,,
1513,中興電,市,02/06,,158.5,-6,-3.65,7106,1131,164.5,163,163.5,157,3.95,20.5,3.99,,,,,
1519,華城,市,02/06,,910,-45,-4.71,4831,4448,955,949,957,908,5.13,66.8,32.8,,,,,
1522,堤維西,市,02/06,,46.45,-2.55,-5.2,1410,66.6,49,48.7,48.7,46.45,4.59,40,1.65,,,,,
1560,中砂,市,02/06,,396,-9,-2.22,1815,715,405,402,402.5,386,4.07,51.7,7.7,,,,,
1587,吉茂,市,02/06,,43,-1,-2.27,1146,49.2,44,44,44.55,42,5.8,205,2.31,,,,,
1590,亞德客-KY,市,02/06,,1195,-50,-4.02,1327,1597,1245,1250,1250,1180,5.62,30.4,4.99,,,,,
1593,祺驊,櫃,02/06,,29.2,+0.2,+0.69,7,0.21,29,29.65,29.65,28.85,2.76,14.8,0.91,,,,,
1603,華電,市,02/06,,38.45,-0.4,-1.03,857,32.6,38.85,38.4,38.7,37.3,3.6,10.5,0.83,,,,,
1623,大東電,市,02/06,,223.5,+5.5,+2.52,290,64.1,218,222,226.5,215,5.28,,4.97,,,,,
1734,杏輝,市,02/06,,30.6,-0.15,-0.49,232,7.09,30.75,30.75,30.75,30.5,0.81,16.8,1.76,,,,,
1736,喬山,市,02/06,,140,-0.5,-0.36,395,54.5,140.5,138,140.5,136,3.2,15,3.76,,,,,
1783,和康生,市,02/06,,44.45,-1.15,-2.52,96,4.3,45.6,45.35,45.35,44.2,2.52,17.1,2.71,,,,,
1784,訊聯,櫃,02/06,,92.7,-1.8,-1.9,350,32.3,94.5,94.5,94.5,90.8,3.92,66.7,3.71,,,,,
1788,杏昌,櫃,02/06,,136,-0.5,-0.37,10,1.41,136.5,136,136,136,0,17.3,2.04,,,,,
1808,潤隆,市,02/06,,31.5,-0.5,-1.56,646,20.4,32,31.8,31.8,31.35,1.41,,2.52,,,,,
2059,川湖,市,02/06,,2955,-65,-2.15,804,2360,3020,3005,3020,2875,4.8,33.2,11.5,,,,,
2103,台橡,市,02/06,,15.45,+0.2,+1.31,2461,37.4,15.25,15.2,15.5,14.8,4.59,119,0.67,,,,,
2248,華勝-KY,市,02/06,,46.1,-1.6,-3.35,58,2.69,47.7,46.35,47.5,46.1,2.94,9.33,1.47,,,,,
2308,台達電,市,02/06,,1160,+10,+0.87,10693,12274,1150,1135,1170,1115,4.78,60.3,12.52,,,,,
2327,國巨*,市,02/06,,248.5,-9.5,-3.68,30007,7459,258,250.5,254,243.5,4.07,24.8,3.25,,,,,
2344,華邦電,市,02/06,,97.8,-4.7,-4.59,234056,22943,102.5,100,102,95,6.83,,4.64,,,,,
2347,聯強,市,02/06,,65.8,-0.2,-0.3,2607,171,66,65.5,66.1,65,1.67,12.7,1.48,,,,,
2357,華碩,市,02/06,,508,+6,+1.2,4198,2127,502,501,515,493,4.38,10.8,1.47,,,,,
2360,致茂,市,02/06,,967,-7,-0.72,2464,2354,974,944,979,928,5.24,38.4,13.9,,,,,
2368,金像電,市,02/06,,745,-15,-1.97,10110,7421,760,736,760,701,7.76,45.9,13.83,,,,,
2376,技嘉,市,02/06,,227.5,+1.5,+0.66,5147,1149,226,226.5,227.5,219,3.76,12.6,2.75,,,,,
2379,瑞昱,市,02/06,,472.5,+9.5,+2.05,3967,1856,463,459.5,474.5,457,3.78,15.6,5.11,,,,,
2382,廣達,市,02/06,,279.5,+6.5,+2.38,18595,5134,273,273.5,280,268.5,4.21,15.7,5.05,,,,,
2383,台光電,市,02/06,,1925,-25,-1.28,6159,11995,1950,1920,2005,1840,8.46,49.6,15.5,,,,,
2395,研華,市,02/06,,287.5,0,0,1940,554,287.5,287.5,288,283,1.74,24.5,4.84,,,,,
2404,漢唐,市,02/06,,907,-24,-2.58,2711,2470,931,927,928,901,2.9,20.4,10.92,,,,,
2408,南亞科,市,02/06,,264,-11,-4,133131,34839,275,260,277.5,251,9.64,,5.2,,,,,
2412,中華電,市,02/06,,133,+0.5,+0.38,14291,1893,132.5,132.5,133,132,0.75,26.9,2.74,,,,,
2421,建準,市,02/06,,147,-2.5,-1.67,1960,287,149.5,148.5,149.5,143,4.35,20.3,4.94,,,,,
2425,承啟,市,02/06,,28,-0.7,-2.44,253,7.04,28.7,28.35,28.35,27.5,2.96,,1.17,,,,,
2428,興勤,市,02/06,,167,-2,-1.18,370,61.6,169,167.5,168,163,2.96,14.4,2.05,,,,,
2436,偉詮電,市,02/06,,53.5,+0.8,+1.52,8261,443,52.7,54.5,55,52,5.69,27.9,2.72,,,,,
2442,新美齊,市,02/06,,21,-0.6,-2.78,984,20.7,21.6,21.4,21.45,20.85,2.78,23.1,1.16,,,,,
2449,京元電子,市,02/06,,283.5,+3,+1.07,31636,8997,280.5,286.5,292,277.5,5.17,32.1,7.36,,,,,
2451,創見,市,02/06,,221,+2,+0.91,15811,3449,219,219,224,211,5.94,34.5,4.85,,,,,
2453,凌群,市,02/06,,52.9,-1,-1.86,588,31.1,53.9,53.7,53.7,52.5,2.23,16.6,2.49,,,,,
2467,志聖,市,02/06,,273.5,-3,-1.08,5007,1362,276.5,274,279.5,262.5,6.15,53.9,7.79,,,,,
2471,資通,市,02/06,,49.75,-0.65,-1.29,208,10.3,50.4,50.1,50.1,49.15,1.88,15.4,2.76,,,,,
2476,鉅祥,市,02/06,,80.4,-0.8,-0.99,1311,104,81.2,81.2,81.2,78,3.94,20.2,2.11,,,,,
2480,敦陽科,市,02/06,,137.5,-1.5,-1.08,283,38.9,139,139,139,136,2.16,17.4,4.46,,,,,
2493,揚博,市,02/06,,105,-3.5,-3.23,4486,481,108.5,107.5,107.5,101.5,5.53,23.7,4.33,,,,,
2501,國建,市,02/06,,22,-0.25,-1.12,838,18.5,22.25,22.2,22.25,21.95,1.35,9.05,0.88,,,,,
2515,中工,市,02/06,,13.9,0,0,8192,113,13.9,13.9,13.95,13.5,3.24,33.9,0.96,,,,,
2543,皇昌,市,02/06,,60.5,-1,-1.63,1227,74.4,61.5,61.5,61.5,60,2.44,18.6,3.33,,,,,
2596,綠意,櫃,02/06,,34.6,-0.4,-1.14,225,7.86,35,35,35,34.15,2.43,17.1,1.71,,,,,
2597,潤弘,市,02/06,,165.5,-1,-0.6,256,42.3,166.5,166.5,166.5,163.5,1.8,15.7,6.56,,,,,
2610,華航,市,02/06,,22.65,-0.1,-0.44,22702,513,22.75,22.75,22.75,22.4,1.54,9.17,1.46,,,,,
2612,中航,市,02/06,,59.9,-1.3,-2.12,1540,92.4,61.2,60.5,60.8,59.5,2.12,8.35,0.92,,,,,
2613,中櫃,市,02/06,,24,-0.6,-2.44,602,14.5,24.6,24.65,24.65,23.75,3.66,28.6,1.02,,,,,
2617,台航,市,02/06,,30.05,-0.35,-1.15,519,15.6,30.4,30.4,30.4,29.75,2.14,9.72,0.74,,,,,
2618,長榮航,市,02/06,,38.6,+0.15,+0.39,24332,937,38.45,38.55,38.65,38.2,1.17,8.01,1.58,,,,,
2634,漢翔,市,02/06,,51.6,-0.5,-0.96,5191,266,52.1,52.1,52.3,50.5,3.45,64.5,2.86,,,,,
2640,大車隊,櫃,02/06,,123.5,0,0,82,10.1,123.5,123,125.5,122.5,2.43,13.7,3.58,,,,,
2641,正德,櫃,02/06,,19.4,-0.45,-2.27,3896,75.5,19.85,19.8,19.8,19.2,3.02,9.95,0.83,,,,,
2645,長榮航太,市,02/06,,159,-2.5,-1.55,1765,281,161.5,161.5,162,155.5,4.02,30.1,4.55,,,,,
2646,星宇航空,市,02/06,,22.85,-0.1,-0.44,3353,76.5,22.95,22.95,22.95,22.7,1.09,254,2.13,,,,,
2706,第一店,市,02/06,,12.8,-0.1,-0.78,144,1.84,12.9,12.9,12.9,12.8,0.78,22.1,0.65,,,,,
