代號,名稱,市場,股價日期,K線,成交,漲跌價,漲跌幅,成交張數,成交額(百萬),昨收,開盤,最高,最低,振幅(%),PER,PBR,1個月走勢圖,3個月走勢圖,1年走勢圖,3年走勢圖,10年走勢圖
1216,統一,市,02/11,,73.4,+0.4,+0.55,7587,558,73,73.8,73.8,73.3,0.68,21.1,3.27,,,,,
1232,大統益,市,02/11,,149.5,+1.5,+1.01,173,25.8,148,149.5,149.5,148,1.01,18.6,4.35,,,,,
1264,德麥,櫃,02/11,,284.5,+1,+0.35,27,7.68,283.5,283.5,285,283.5,0.53,13.7,3.06,,,,,
1268,漢來美食,櫃,02/11,,161,-0.5,-0.31,39,6.3,161.5,160,162,160,1.24,16.1,3.07,,,,,
1294,漢田生技,櫃,02/11,,80,-0.5,-0.62,67,5.35,80.5,80.5,80.7,78.8,2.36,18.2,3.06,,,,,
1307,三芳,市,02/11,,33,+2.4,+7.84,5792,193,30.6,32.4,33.65,32.15,4.9,11.1,1.39,,,,,
1316,上曜,市,02/11,,13.9,+0.3,+2.21,2446,33.8,13.6,13.75,14,13.6,2.94,,1.14,,,,,
1342,八貫,市,02/11,,100.5,-2,-1.95,791,80.1,102.5,104,104,100,3.9,18.4,3.35,,,,,
1419,新紡,市,02/11,,71.6,+1.5,+2.14,401,28.6,70.1,70.8,72.9,69.6,4.71,16.1,1.24,,,,,
1472,三洋實業,市,02/11,,90.4,-0.2,-0.22,97,8.79,90.6,90.6,91.3,90.2,1.21,14,2.14,,,,,
1503,士電,市,02/11,,211.5,+5,+2.42,4012,850,206.5,211.5,215,209.5,2.66,33.6,3.03,,,,,
1560,中砂,市,02/11,,425,+9.5,+2.29,2535,1069,415.5,415.5,427.5,412,3.73,55.5,8.26,,,,,
1587,吉茂,市,02/11,,46.45,+0.85,+1.86,729,33.8,45.6,46.1,47.4,45.7,3.73,221,2.49,,,,,
1590,亞德客-KY,市,02/11,,1200,-30,-2.44,994,1200,1230,1260,1275,1190,6.91,30.5,5.01,,,,,
1609,大亞,市,02/11,,39.1,+1.05,+2.76,5015,195,38.05,38.6,39.1,38.35,1.97,21,1.84,,,,,
1623,大東電,市,02/11,,205,-4,-1.91,309,63.5,209,212.5,212.5,204,4.07,,4.56,,,,,
1718,中纖,市,02/11,,7.09,+0.07,+1,2261,16,7.02,7.02,7.12,6.98,1.99,,0.43,,,,,
