代號,名稱,市場,股價日期,K線,成交,漲跌價,漲跌幅,成交張數,成交額(百萬),昨收,開盤,最高,最低,振幅(%),PER,PBR,1個月走勢圖,3個月走勢圖,1年走勢圖,3年走勢圖,10年走勢圖
1216,統一,市,02/24,,74,-1.1,-1.46,13714,1019,75.1,75,75.1,74,1.46,21.3,3.29,,,,,
1232,大統益,市,02/24,,151.5,+0.5,+0.33,72,10.9,151,151,151.5,150.5,0.66,18.8,4.4,,,,,
1264,德麥,櫃,02/24,,284,0,0,28,7.91,284,285,285,283,0.7,13.6,3.06,,,,,
1268,漢來美食,櫃,02/24,,161.5,0,0,24,3.83,161.5,160,161.5,160,0.93,16.1,3.08,,,,,
1294,漢田生技,櫃,02/24,,78.8,-1.2,-1.5,29,2.3,80,78.8,79,78.4,0.75,17.9,3.01,,,,,
1307,三芳,市,02/24,,33.95,-0.05,-0.15,1509,51.5,34,33.95,34.55,33.9,1.91,11.4,1.43,,,,,
1316,上曜,市,02/24,,14,-0.05,-0.36,1954,27.4,14.05,14,14.25,13.95,2.14,-,1.15,,,,,
1342,八貫,市,02/24,,103,+1,+0.98,713,73.5,102,102,104.5,102,2.45,18.3,3.35,,,,,
1419,新紡,市,02/24,,68.2,-0.9,-1.3,326,22.1,69.1,69,69.9,67.3,3.76,15.3,1.18,,,,,
1472,三洋實業,市,02/24,,90.1,-0.5,-0.55,16,1.48,90.6,91,91.8,90.1,1.88,14,2.13,,,,,
1503,士電,市,02/24,,224,+0.5,+0.22,3161,703,223.5,223,224.5,220,2.01,35.6,3.21,,,,,
1560,中砂,市,02/24,,498,+30.5,+6.52,7144,3466,467.5,465,504,451.5,11.2,65,9.68,,,,,
1587,吉茂,市,02/24,,45.1,-1.25,-2.7,847,38.7,46.35,46.7,46.7,45,3.67,215,2.42,,,,,
1590,亞德客-KY,市,02/24,,1185,+10,+0.85,880,1037,1175,1180,1190,1160,2.55,30.1,4.95,,,,,
1609,大亞,市,02/24,,40.65,+0.15,+0.37,4750,193,40.5,40.2,41.1,40,2.72,21.9,1.91,,,,,
1623,大東電,市,02/24,,219,-1,-0.45,243,53.2,220,219.5,224,216,3.64,-,4.87,,,,,
1718,中纖,市,02/24,,7.13,+0.05,+0.71,5614,40.1,7.08,7.12,7.22,7.1,1.69,-,0.43,,,,,
1726,永記,市,02/24,,77.2,-0.2,-0.26,25,1.92,77.4,77.4,77.7,76.8,1.16,13.4,1.24,,,,,
1788,杏昌,櫃,02/24,,136.5,0,0,29,3.89,136.5,136.5,137,136,0.73,17.4,2.05,,,,,
1799,易威,櫃,02/24,,32.1,0,0,145,4.67,32.1,32.2,32.6,32,1.87,-,5.98,,,,,
1815,富喬,櫃,02/24,,115.5,+9.5,+8.96,133815,15211,106,111,116,110.5,5.19,107,7.5,,,,,
2022,聚亨,市,02/24,,9.15,-0.01,-0.11,686,6.25,9.16,9.16,9.17,9.06,1.2,-,0.92,,,,,
2059,川湖,市,02/24,,3125,+95,+3.14,795,2445,3030,3080,3130,3015,3.8,35.1,12.16,,,,,
2103,台橡,市,02/24,,19.6,+1.75,+9.8,11161,219,17.85,19.6,19.6,19.3,1.68,151,0.85,,,,,
2207,和泰車,市,02/24,,559,+10,+1.82,575,321,549,555,562,551,2,17,3.93,,,,,
2236,百達-KY,市,02/24,,116,+2,+1.75,494,57.7,114,115,118.5,114,3.95,21.3,3.51,,,,,
2327,國巨*,市,02/24,,301,+19.5,+6.93,82390,24600,281.5,287,304,285.5,6.57,30,3.94,,,,,
2330,台積電,市,02/24,,1965,+65,+3.42,44317,86411,1900,1915,1975,1915,3.16,32.1,10.2,,,,,
2344,華邦電,市,02/24,,122,+7,+6.09,249188,29659,115,115,123.5,113,9.13,139,5.09,,,,,
2360,致茂,市,02/24,,1225,+70,+6.06,5074,6244,1155,1210,1270,1195,6.49,48.7,17.6,,,,,
