代號,名稱,市場,股價日期,K線,成交,漲跌價,漲跌幅,成交張數,成交額(百萬),昨收,開盤,最高,最低,振幅(%),PER,PBR,1個月走勢圖,3個月走勢圖,1年走勢圖,3年走勢圖,10年走勢圖
1104,環泥,市,01/23,,29.9,-0.05,-0.17,288,8.6,29.95,29.95,30,29.85,0.5,12.7,0.88,,,,,
1215,卜蜂,市,01/23,,150,-1.5,-0.99,774,116,151.5,152,152,149,1.98,14.7,3.8,,,,,
1231,聯華食,市,01/23,,94.6,+0.4,+0.42,286,27.1,94.2,95.2,95.5,94.1,1.49,26.2,4.17,,,,,
1264,德麥,櫃,01/23,,279,+0.5,+0.18,13,3.66,278.5,278.5,279,278.5,0.18,13.4,3,,,,,
1294,漢田生技,櫃,01/23,,76.7,0,0,21,1.62,76.7,76.7,77.9,76.4,1.96,17.5,2.93,,,,,
1295,生合,櫃,01/23,,86,-0.3,-0.35,30,2.62,86.3,86.5,86.5,85.7,0.93,18.1,2.33,,,,,
1316,上曜,市,01/23,,14.15,0,0,1982,28.1,14.15,14.25,14.35,14.15,1.41,,1.16,,,,,
1342,八貫,市,01/23,,95.4,-0.8,-0.83,134,12.8,96.2,96.2,96.2,95.1,1.14,17.5,3.18,,,,,
1402,遠東新,市,01/23,,28.1,-0.3,-1.06,5844,165,28.4,28.45,28.5,28.1,1.41,16.7,0.67,,,,,
1419,新紡,市,01/23,,76.8,+0.1,+0.13,382,29.1,76.7,77.4,77.4,74.5,3.78,17.2,1.33,,,,,
1439,雋揚,市,01/23,,29.75,0,0,65,1.94,29.75,29.5,30,29.45,1.85,10.7,0.96,,,,,
1503,士電,市,01/23,,226,-11,-4.64,15637,3634,237,239,246,224,9.28,35.9,3.24,,,,,
1504,東元,市,01/23,,89.4,+0.1,+0.11,70605,6494,89.3,91.7,95,89.3,6.38,35.2,2.39,,,,,
1513,中興電,市,01/23,,184,0,0,24170,4423,184,185.5,188.5,179,5.16,23.8,4.63,,,,,
1514,亞力,市,01/23,,142.5,+2,+1.42,29051,4158,140.5,144.5,148,140,5.69,47.2,6.43,,,,,
